poligono,data_planio,cultura
"{""type"":""Polygon"",""coordinates"":[[[-51.472536,-23.52763],[-51.472538,-23.527565],[-51.472531,-23.527524],[-51.472577,-23.527468],[-51.472649,-23.527426],[-51.472701,-23.527406],[-51.472768,-23.527337],[-51.472834,-23.527326],[-51.472892,-23.527283],[-51.472925,-23.527284],[-51.472923,-23.527223],[-51.47296,-23.527177],[-51.473022,-23.52718],[-51.473101,-23.527084],[-51.473155,-23.527102],[-51.473215,-23.527064],[-51.473279,-23.527057],[-51.473356,-23.526994],[-51.473385,-23.526913],[-51.473542,-23.526842],[-51.473581,-23.526809],[-51.473612,-23.526773],[-51.473638,-23.526773],[-51.47365,-23.52674],[-51.473701,-23.526686],[-51.473753,-23.526622],[-51.473802,-23.526595],[-51.473837,-23.526564],[-51.473898,-23.52657],[-51.473946,-23.526549],[-51.473761,-23.526314],[-51.473573,-23.526086],[-51.472632,-23.524833],[-51.471667,-23.523618],[-51.470224,-23.521805],[-51.469594,-23.522034],[-51.469375,-23.522084],[-51.469173,-23.52212],[-51.46874,-23.522184],[-51.468395,-23.522195],[-51.468207,-23.522181],[-51.468155,-23.522177],[-51.468126,-23.522184],[-51.468155,-23.522239],[-51.468119,-23.522271],[-51.468115,-23.522313],[-51.46805,-23.522334],[-51.468036,-23.522354],[-51.468154,-23.522495],[-51.46928,-23.523941],[-51.469972,-23.524884],[-51.470186,-23.525157],[-51.470403,-23.525419],[-51.47104,-23.526226],[-51.471325,-23.526597],[-51.471488,-23.526809],[-51.471567,-23.526914],[-51.471666,-23.527015],[-51.472003,-23.527256],[-51.472156,-23.527409],[-51.47253,-23.527701],[-51.472536,-23.52763]]]}",2019-02-15,Milho
"{""type"":""Polygon"",""coordinates"":[[[-51.464342,-23.520528],[-51.464723,-23.520283],[-51.465398,-23.519845],[-51.466661,-23.518963],[-51.46689,-23.51881],[-51.467033,-23.518716],[-51.467098,-23.518738],[-51.467291,-23.518762],[-51.467455,-23.518762],[-51.467502,-23.518743],[-51.46753,-23.518661],[-51.467603,-23.51865],[-51.467717,-23.518628],[-51.467856,-23.518608],[-51.46789,-23.518601],[-51.46792,-23.518608],[-51.46801,-23.518596],[-51.468115,-23.51857],[-51.468127,-23.518529],[-51.468191,-23.51843],[-51.468195,-23.518366],[-51.468238,-23.51827],[-51.468268,-23.518179],[-51.468282,-23.518076],[-51.468284,-23.517905],[-51.46893,-23.517478],[-51.472959,-23.514662],[-51.476816,-23.519268],[-51.476662,-23.519295],[-51.476493,-23.519338],[-51.476247,-23.519411],[-51.475908,-23.519523],[-51.475571,-23.519636],[-51.474886,-23.519894],[-51.474435,-23.520055],[-51.473966,-23.520226],[-51.473884,-23.520235],[-51.473828,-23.520262],[-51.473713,-23.520346],[-51.473475,-23.52043],[-51.472895,-23.520637],[-51.472506,-23.520778],[-51.472335,-23.520834],[-51.472166,-23.520879],[-51.472094,-23.520885],[-51.471976,-23.520925],[-51.471934,-23.520949],[-51.471883,-23.520971],[-51.471799,-23.521003],[-51.471745,-23.52101],[-51.471717,-23.521014],[-51.471688,-23.521037],[-51.471662,-23.521051],[-51.471633,-23.521065],[-51.471571,-23.521082],[-51.471446,-23.521133],[-51.471395,-23.521172],[-51.471334,-23.5212],[-51.471189,-23.521246],[-51.471106,-23.521257],[-51.471055,-23.521276],[-51.471006,-23.521295],[-51.470919,-23.521327],[-51.470829,-23.521364],[-51.47077,-23.521381],[-51.470636,-23.521431],[-51.470506,-23.521483],[-51.470444,-23.521505],[-51.470359,-23.521533],[-51.470247,-23.521576],[-51.47014,-23.521612],[-51.47003,-23.521653],[-51.469976,-23.521615],[-51.469927,-23.521615],[-51.469886,-23.521661],[-51.469889,-23.521712],[-51.469837,-23.521712],[-51.469759,-23.521735],[-51.469661,-23.521773],[-51.469544,-23.521799],[-51.469398,-23.52183],[-51.469307,-23.521836],[-51.469013,-23.521922],[-51.46894,-23.52192],[-51.468878,-23.521908],[-51.468839,-23.521938],[-51.468855,-23.521976],[-51.468752,-23.521987],[-51.468579,-23.521999],[-51.468544,-23.521964],[-51.468517,-23.521937],[-51.468484,-23.521931],[-51.468447,-23.521939],[-51.468426,-23.521955],[-51.468442,-23.522001],[-51.467949,-23.521985],[-51.467738,-23.521958],[-51.467517,-23.521922],[-51.466775,-23.521736],[-51.466185,-23.521538],[-51.465922,-23.521417],[-51.465867,-23.521376],[-51.465991,-23.521248],[-51.466074,-23.521192],[-51.466162,-23.521182],[-51.466227,-23.521103],[-51.466294,-23.521064],[-51.466393,-23.521034],[-51.466503,-23.521059],[-51.466567,-23.521108],[-51.466618,-23.521231],[-51.466666,-23.521263],[-51.466768,-23.521189],[-51.466857,-23.521179],[-51.466905,-23.52111],[-51.466967,-23.521056],[-51.467074,-23.521098],[-51.467144,-23.521076],[-51.467235,-23.521],[-51.467289,-23.520963],[-51.467342,-23.520906],[-51.467361,-23.520852],[-51.467361,-23.520801],[-51.467321,-23.520737],[-51.467227,-23.52066],[-51.467139,-23.520582],[-51.467082,-23.520481],[-51.466983,-23.520456],[-51.466932,-23.520471],[-51.466865,-23.520486],[-51.466755,-23.520513],[-51.466664,-23.520464],[-51.466567,-23.520422],[-51.466503,-23.520385],[-51.466428,-23.520377],[-51.46628,-23.520454],[-51.466176,-23.520525],[-51.466066,-23.520591],[-51.466001,-23.520665],[-51.465875,-23.520759],[-51.465658,-23.520872],[-51.465358,-23.521049],[-51.465425,-23.52112],[-51.465543,-23.521125],[-51.46558,-23.521164],[-51.465674,-23.521157],[-51.465781,-23.521172],[-51.465824,-23.521243],[-51.465982,-23.521246],[-51.465846,-23.521369],[-51.465363,-23.52122],[-51.465119,-23.521157],[-51.464885,-23.521115],[-51.464794,-23.521115],[-51.464636,-23.521113],[-51.464527,-23.521094],[-51.464416,-23.521093],[-51.46432,-23.521086],[-51.464212,-23.521096],[-51.4641,-23.521088],[-51.464049,-23.521073],[-51.463998,-23.521034],[-51.463971,-23.520965],[-51.463968,-23.520894],[-51.463968,-23.520837],[-51.464002,-23.520748],[-51.464065,-23.520681],[-51.464342,-23.520528]]]}",2019-02-15,Milho
"{""type"":""Polygon"",""coordinates"":[[[-47.746539,-16.743811],[-47.746453,-16.7464],[-47.745252,-16.750427],[-47.739973,-16.750797],[-47.733021,-16.7494],[-47.731133,-16.748044],[-47.746539,-16.743811]]]}",2019-02-16,Milho
"{""type"":""Polygon"",""coordinates"":[[[-51.780195,-23.041035],[-51.782298,-23.040127],[-51.783607,-23.039614],[-51.787534,-23.039179],[-51.785753,-23.03367],[-51.777213,-23.036277],[-51.777406,-23.04147],[-51.780195,-23.041035]]]}",2019-02-19,Milho
"{""type"":""Polygon"",""coordinates"":[[[-51.271396,-23.848807],[-51.27023,-23.849889],[-51.270297,-23.850478],[-51.270431,-23.850794],[-51.270597,-23.851062],[-51.270753,-23.851219],[-51.270962,-23.851395],[-51.271198,-23.851508],[-51.271842,-23.851184],[-51.272196,-23.851064],[-51.273124,-23.850831],[-51.274049,-23.850605],[-51.27451,-23.850463],[-51.27495,-23.850313],[-51.275358,-23.85022],[-51.275589,-23.850193],[-51.276004,-23.850205],[-51.276326,-23.850232],[-51.27668,-23.850338],[-51.276954,-23.850527],[-51.2783,-23.84985],[-51.278436,-23.849637],[-51.278601,-23.849379],[-51.28006,-23.842431],[-51.278501,-23.844072],[-51.278214,-23.844394],[-51.277957,-23.844713],[-51.277729,-23.844997],[-51.277643,-23.845172],[-51.27712,-23.845689],[-51.27667,-23.846101],[-51.276511,-23.846172],[-51.276369,-23.846212],[-51.276197,-23.846315],[-51.276093,-23.84645],[-51.27602,-23.846592],[-51.275425,-23.849359],[-51.274931,-23.849457],[-51.274416,-23.849595],[-51.273987,-23.849673],[-51.27358,-23.849693],[-51.273172,-23.849654],[-51.272871,-23.849595],[-51.272464,-23.849477],[-51.272249,-23.84932],[-51.271396,-23.848807]]]}",2019-02-20,Milho
"{""type"":""Polygon"",""coordinates"":[[[-51.790624,-22.970662],[-51.791804,-22.969734],[-51.795473,-22.967837],[-51.792855,-22.96434],[-51.791675,-22.9627],[-51.790495,-22.961317],[-51.788993,-22.960112],[-51.785045,-22.964242],[-51.789744,-22.97171],[-51.790624,-22.970662]]]}",2019-02-20,Milho
"{""type"":""Polygon"",""coordinates"":[[[-48.687205,-16.417422],[-48.687262,-16.417425],[-48.687341,-16.417428],[-48.694657,-16.414897],[-48.694367,-16.414721],[-48.694131,-16.414639],[-48.69381,-16.414433],[-48.693402,-16.413568],[-48.693166,-16.412951],[-48.692822,-16.410234],[-48.69235,-16.410172],[-48.690634,-16.411634],[-48.690398,-16.410769],[-48.691542,-16.410328],[-48.691944,-16.409501],[-48.69237,-16.408596],[-48.692883,-16.406985],[-48.692554,-16.406859],[-48.692552,-16.406666],[-48.692517,-16.40658],[-48.692354,-16.406516],[-48.692028,-16.406469],[-48.691256,-16.406282],[-48.690312,-16.406508],[-48.689733,-16.408443],[-48.68896,-16.411284],[-48.68808,-16.414598],[-48.687205,-16.417422]]]}",2019-02-22,Milho
"{""type"":""Polygon"",""coordinates"":[[[-54.631415,-22.024605],[-54.631188,-22.024159],[-54.6318,-22.024271],[-54.633464,-22.023561],[-54.635617,-22.022454],[-54.637406,-22.025733],[-54.632981,-22.027715],[-54.631415,-22.024605]]]}",2019-02-23,Milho
"{""type"":""Polygon"",""coordinates"":[[[-51.283965,-23.83882],[-51.284823,-23.840154],[-51.285081,-23.840508],[-51.285124,-23.84094],[-51.285038,-23.841332],[-51.284952,-23.841764],[-51.284781,-23.841999],[-51.284437,-23.842078],[-51.284223,-23.842039],[-51.283922,-23.842156],[-51.283922,-23.844512],[-51.283751,-23.844551],[-51.283622,-23.844551],[-51.283364,-23.844394],[-51.283193,-23.844472],[-51.281819,-23.845846],[-51.281605,-23.846042],[-51.280446,-23.848594],[-51.28006,-23.848829],[-51.28006,-23.849222],[-51.280146,-23.849536],[-51.280231,-23.849771],[-51.28006,-23.849928],[-51.279073,-23.850321],[-51.278901,-23.850713],[-51.278472,-23.851695],[-51.276954,-23.850527],[-51.2783,-23.84985],[-51.278601,-23.849379],[-51.28006,-23.842431],[-51.280704,-23.841685],[-51.281347,-23.841057],[-51.28212,-23.84039],[-51.282678,-23.839762],[-51.283965,-23.83882]]]}",2019-02-23,Milho
"{""type"":""Polygon"",""coordinates"":[[[-48.658311,-17.308201],[-48.652394,-17.301106],[-48.647634,-17.299219],[-48.646819,-17.300081],[-48.646476,-17.300573],[-48.647205,-17.300573],[-48.64742,-17.301024],[-48.64742,-17.301721],[-48.648149,-17.303074],[-48.647806,-17.303566],[-48.647677,-17.302746],[-48.64712,-17.302377],[-48.646176,-17.302582],[-48.646005,-17.303115],[-48.645404,-17.30291],[-48.645576,-17.301803],[-48.644804,-17.301311],[-48.643561,-17.300983],[-48.642789,-17.300737],[-48.641931,-17.300655],[-48.641417,-17.300983],[-48.640774,-17.301147],[-48.639745,-17.30168],[-48.639187,-17.302254],[-48.639873,-17.306724],[-48.64892,-17.303772],[-48.649735,-17.303608],[-48.650121,-17.304305],[-48.650421,-17.304633],[-48.650678,-17.305166],[-48.651107,-17.305617],[-48.651965,-17.305822],[-48.652436,-17.305043],[-48.652865,-17.304674],[-48.653851,-17.305248],[-48.655138,-17.306314],[-48.656896,-17.309677],[-48.658311,-17.308201]]]}",2019-02-24,Milho
"{""type"":""Polygon"",""coordinates"":[[[-53.607187,-23.014317],[-53.606286,-23.013033],[-53.605642,-23.010722],[-53.605535,-23.009182],[-53.605492,-23.008727],[-53.601437,-23.01007],[-53.599999,-23.005962],[-53.598561,-23.006851],[-53.599119,-23.00768],[-53.599806,-23.007759],[-53.600128,-23.008392],[-53.599827,-23.009715],[-53.59987,-23.010189],[-53.59987,-23.010623],[-53.599548,-23.011492],[-53.59899,-23.012223],[-53.598111,-23.013724],[-53.59796,-23.014613],[-53.598046,-23.015205],[-53.598475,-23.015482],[-53.599055,-23.016924],[-53.607187,-23.014317]]]}",2019-02-25,Milho
"{""type"":""Polygon"",""coordinates"":[[[-54.75101,-21.045614],[-54.753671,-21.049619],[-54.754078,-21.048778],[-54.756503,-21.049659],[-54.757791,-21.0499],[-54.758348,-21.049219],[-54.7594,-21.048257],[-54.759808,-21.048578],[-54.760172,-21.048498],[-54.76028,-21.048718],[-54.761739,-21.047316],[-54.761631,-21.046575],[-54.759786,-21.046555],[-54.7594,-21.046295],[-54.760258,-21.045574],[-54.76131,-21.046055],[-54.762061,-21.045794],[-54.762983,-21.044613],[-54.76234,-21.044072],[-54.762211,-21.043271],[-54.760838,-21.04291],[-54.759099,-21.04283],[-54.758027,-21.043932],[-54.757383,-21.044713],[-54.756567,-21.045013],[-54.755473,-21.045794],[-54.754808,-21.045874],[-54.753692,-21.046055],[-54.753778,-21.045774],[-54.755194,-21.045294],[-54.75543,-21.044252],[-54.756353,-21.044092],[-54.756868,-21.043171],[-54.757919,-21.04293],[-54.758477,-21.04265],[-54.756782,-21.038735],[-54.755366,-21.039025],[-54.752582,-21.043241],[-54.752694,-21.043787],[-54.752088,-21.044232],[-54.751879,-21.044523],[-54.75189,-21.045274],[-54.751729,-21.045419],[-54.751605,-21.045269],[-54.751241,-21.045254],[-54.75101,-21.045614]]]}",2019-02-27,Milho
"{""type"":""Polygon"",""coordinates"":[[[-55.337105,-21.532013],[-55.339808,-21.537282],[-55.342813,-21.537681],[-55.341353,-21.541274],[-55.345087,-21.546224],[-55.356116,-21.540955],[-55.357018,-21.53828],[-55.34543,-21.524587],[-55.337105,-21.532013]]]}",2019-03-01,Milho
"{""type"":""Polygon"",""coordinates"":[[[-52.035457,-22.65521],[-52.034855,-22.654671],[-52.03464,-22.653859],[-52.034404,-22.653364],[-52.034233,-22.652908],[-52.034018,-22.652373],[-52.033653,-22.651819],[-52.033396,-22.651482],[-52.03301,-22.651205],[-52.03243,-22.650908],[-52.032312,-22.650809],[-52.032049,-22.650804],[-52.031701,-22.650834],[-52.03132,-22.650854],[-52.03095,-22.650809],[-52.030628,-22.650769],[-52.030456,-22.65075],[-52.030048,-22.650809],[-52.029641,-22.650868],[-52.02904,-22.650769],[-52.028568,-22.65071],[-52.027795,-22.650507],[-52.027629,-22.65121],[-52.027431,-22.651606],[-52.027243,-22.651943],[-52.026733,-22.652567],[-52.026352,-22.652933],[-52.025955,-22.653195],[-52.026266,-22.653171],[-52.02676,-22.653294],[-52.027709,-22.653274],[-52.028171,-22.653329],[-52.028393,-22.653354],[-52.0286,-22.653393],[-52.028683,-22.653421],[-52.028761,-22.653473],[-52.02889,-22.653529],[-52.029002,-22.653544],[-52.029088,-22.653557],[-52.029303,-22.653606],[-52.029469,-22.653633],[-52.029592,-22.653599],[-52.029681,-22.653522],[-52.029767,-22.65347],[-52.029861,-22.653443],[-52.030005,-22.653458],[-52.03015,-22.65347],[-52.030287,-22.653517],[-52.030394,-22.653601],[-52.030563,-22.65369],[-52.030714,-22.653762],[-52.030832,-22.653846],[-52.030936,-22.65397],[-52.031033,-22.654101],[-52.031089,-22.654232],[-52.0311,-22.654354],[-52.031102,-22.654515],[-52.031038,-22.654713],[-52.030976,-22.654888],[-52.03092,-22.655163],[-52.030915,-22.655458],[-52.030907,-22.655636],[-52.030864,-22.65574],[-52.030756,-22.655918],[-52.030708,-22.656037],[-52.030695,-22.6562],[-52.03074,-22.656373],[-52.030877,-22.656539],[-52.030974,-22.656641],[-52.031143,-22.65675],[-52.031373,-22.656871],[-52.031757,-22.657022],[-52.031969,-22.657116],[-52.032118,-22.65723],[-52.032218,-22.657318],[-52.032289,-22.657388],[-52.032433,-22.657541],[-52.032627,-22.657798],[-52.032835,-22.65807],[-52.032993,-22.658289],[-52.033079,-22.658403],[-52.033152,-22.658512],[-52.033197,-22.658595],[-52.033221,-22.658668],[-52.033243,-22.658817],[-52.033272,-22.658958],[-52.033297,-22.659069],[-52.033361,-22.659205],[-52.033404,-22.659267],[-52.033459,-22.659319],[-52.033695,-22.659371],[-52.033947,-22.659391],[-52.034159,-22.659402],[-52.034335,-22.659411],[-52.034412,-22.659409],[-52.034505,-22.659381],[-52.034557,-22.659355],[-52.034654,-22.659354],[-52.034828,-22.659386],[-52.034884,-22.659392],[-52.034942,-22.659386],[-52.035069,-22.659365],[-52.035179,-22.659339],[-52.035283,-22.659317],[-52.035474,-22.659287],[-52.035698,-22.65926],[-52.03592,-22.659229],[-52.03616,-22.659199],[-52.036437,-22.659109],[-52.03653,-22.659068],[-52.03669,-22.658995],[-52.035457,-22.65521]]]}",2019-03-03,Milho
"{""type"":""Polygon"",""coordinates"":[[[-52.032259,-22.645522],[-52.032189,-22.645373],[-52.032081,-22.645244],[-52.028187,-22.644774],[-52.024357,-22.644353],[-52.024185,-22.644324],[-52.024083,-22.644408],[-52.024008,-22.644685],[-52.023992,-22.645007],[-52.023992,-22.645368],[-52.024019,-22.645715],[-52.02408,-22.645788],[-52.024127,-22.645829],[-52.024168,-22.645855],[-52.024245,-22.645883],[-52.024353,-22.645905],[-52.024562,-22.64594],[-52.024772,-22.645975],[-52.024988,-22.64604],[-52.025206,-22.646143],[-52.025603,-22.646353],[-52.025966,-22.646561],[-52.026296,-22.646835],[-52.026594,-22.647068],[-52.026799,-22.647282],[-52.026976,-22.647498],[-52.027229,-22.647875],[-52.027431,-22.648279],[-52.027583,-22.648664],[-52.027703,-22.649057],[-52.027786,-22.649578],[-52.027774,-22.650215],[-52.027771,-22.650408],[-52.027771,-22.650466],[-52.027795,-22.650507],[-52.028568,-22.65071],[-52.02904,-22.650769],[-52.029641,-22.650868],[-52.030048,-22.650809],[-52.030456,-22.65075],[-52.030628,-22.650769],[-52.03095,-22.650809],[-52.03132,-22.650854],[-52.031701,-22.650834],[-52.032049,-22.650804],[-52.032312,-22.650809],[-52.03243,-22.650908],[-52.03301,-22.651205],[-52.033396,-22.651482],[-52.033653,-22.651819],[-52.034018,-22.652373],[-52.034233,-22.652908],[-52.034404,-22.653364],[-52.03464,-22.653859],[-52.034855,-22.654671],[-52.035457,-22.65521],[-52.032259,-22.645522]]]}",2019-03-03,Milho
"{""type"":""Polygon"",""coordinates"":[[[-55.246701,-22.023758],[-55.246264,-22.025572],[-55.236108,-22.024517],[-55.235958,-22.024156],[-55.235598,-22.024212],[-55.235359,-22.023962],[-55.234759,-22.023823],[-55.233471,-22.023601],[-55.232872,-22.023684],[-55.231494,-22.024601],[-55.231703,-22.025406],[-55.231647,-22.025786],[-55.231017,-22.025898],[-55.229699,-22.026731],[-55.22937,-22.026647],[-55.228471,-22.027036],[-55.228351,-22.027619],[-55.22697,-22.026128],[-55.223557,-22.023009],[-55.225535,-22.022037],[-55.228036,-22.017788],[-55.246701,-22.023758]]]}",2019-03-03,Milho
"{""type"":""Polygon"",""coordinates"":[[[-53.478677,-22.339517],[-53.477283,-22.344201],[-53.476639,-22.344241],[-53.476081,-22.344479],[-53.47548,-22.344956],[-53.475094,-22.343447],[-53.475952,-22.342931],[-53.476081,-22.342574],[-53.475523,-22.341661],[-53.474922,-22.340788],[-53.474622,-22.339914],[-53.474107,-22.339359],[-53.473163,-22.3392],[-53.47209,-22.339359],[-53.47136,-22.339835],[-53.470459,-22.340867],[-53.469472,-22.341979],[-53.468442,-22.342614],[-53.467712,-22.343249],[-53.467112,-22.3444],[-53.465996,-22.344638],[-53.465137,-22.344995],[-53.464451,-22.345511],[-53.464236,-22.345829],[-53.463678,-22.345472],[-53.463678,-22.344519],[-53.463292,-22.343884],[-53.464108,-22.341423],[-53.464923,-22.338763],[-53.465717,-22.3366],[-53.468699,-22.337434],[-53.471081,-22.338049],[-53.472176,-22.338366],[-53.473034,-22.338525],[-53.473527,-22.338009],[-53.478677,-22.339517]]]}",2019-03-04,Milho
"{""type"":""Polygon"",""coordinates"":[[[-50.861506,-22.88266],[-50.861764,-22.885664],[-50.847731,-22.884992],[-50.847731,-22.886099],[-50.846915,-22.88606],[-50.8464,-22.885704],[-50.845542,-22.885111],[-50.844126,-22.884399],[-50.843654,-22.884043],[-50.842667,-22.881315],[-50.861506,-22.88266]]]}",2019-03-05,Milho
"{""type"":""Polygon"",""coordinates"":[[[-54.061731,-23.345679],[-54.061516,-23.34464],[-54.058485,-23.344521],[-54.052466,-23.348875],[-54.050514,-23.351289],[-54.049408,-23.352874],[-54.050953,-23.353495],[-54.050395,-23.354411],[-54.051554,-23.354667],[-54.056361,-23.350018],[-54.05885,-23.347536],[-54.061731,-23.345679]]]}",2019-03-05,Milho
"{""type"":""Polygon"",""coordinates"":[[[-52.029898,-22.664799],[-52.030467,-22.664749],[-52.031025,-22.66471],[-52.031915,-22.664561],[-52.03257,-22.664383],[-52.033267,-22.664205],[-52.033836,-22.664017],[-52.034597,-22.663829],[-52.035788,-22.663294],[-52.036309,-22.662782],[-52.036732,-22.662205],[-52.037084,-22.661824],[-52.037264,-22.661653],[-52.037483,-22.661462],[-52.039268,-22.666809],[-52.039101,-22.66703],[-52.03883,-22.667326],[-52.038544,-22.667658],[-52.038204,-22.668016],[-52.03725,-22.668964],[-52.036275,-22.669916],[-52.035873,-22.670328],[-52.035433,-22.670729],[-52.034647,-22.671455],[-52.03442,-22.67122],[-52.034394,-22.671115],[-52.034396,-22.671048],[-52.034399,-22.670982],[-52.03442,-22.670526],[-52.034367,-22.670407],[-52.034254,-22.670155],[-52.034072,-22.670056],[-52.034045,-22.669957],[-52.03397,-22.669477],[-52.034029,-22.669219],[-52.033916,-22.669145],[-52.033836,-22.668888],[-52.033782,-22.668625],[-52.033696,-22.668373],[-52.033487,-22.667826],[-52.033144,-22.667294],[-52.033331,-22.667205],[-52.032924,-22.667017],[-52.032731,-22.666848],[-52.032205,-22.66671],[-52.03155,-22.666413],[-52.031068,-22.666155],[-52.030885,-22.665997],[-52.030574,-22.665997],[-52.03037,-22.665739],[-52.029887,-22.665017],[-52.029898,-22.664799]]]}",2019-03-06,Milho
