lyrics,letras_url
Quando estou em silêncio ainda recordo,https://www.letras.mus.br/rasta-chinela/1917198/
Quando encontro com alguém pra desabafar,https://www.letras.mus.br/rasta-chinela/1917198/
E distrair os meus pensamentos.,https://www.letras.mus.br/rasta-chinela/1917198/
"Até em meus sonhos eu consigo vê-la,",https://www.letras.mus.br/rasta-chinela/1917198/
Tem coisas que a gente deixar pra trás mais um dia acaba sofrendo.,https://www.letras.mus.br/rasta-chinela/1917198/
"Não quero chorar, eu vou evitar.",https://www.letras.mus.br/rasta-chinela/1917198/
Esconder até de meus amigos pra tirar você de vez do meu coração.,https://www.letras.mus.br/rasta-chinela/1917198/
"Mas nada se compara a ti, nada é comparado a ti.",https://www.letras.mus.br/rasta-chinela/1917198/
"São flores para o meu amor, me deixar só te respirar.",https://www.letras.mus.br/rasta-chinela/1917198/
"Mas nada se compara a ti, nada é comparado a ti.",https://www.letras.mus.br/rasta-chinela/1917198/
"Se um dia eu voltar a amar, não será ninguém igual a ti.",https://www.letras.mus.br/rasta-chinela/1917198/
"Inevitável, não é por acaso quando acordo",https://www.letras.mus.br/rasta-chinela/1917198/
Sentido seus beijos e o calor de cada momento,https://www.letras.mus.br/rasta-chinela/1917198/
Eu fico sozinho prefiro dar um tempo.,https://www.letras.mus.br/rasta-chinela/1917198/
"Se você passa tudo fica, e voltar logo o amor da gente",https://www.letras.mus.br/rasta-chinela/1917198/
"Quer me ver chora, pra depois se gabar.",https://www.letras.mus.br/rasta-chinela/1917198/
"Vou parar de lamentar meus sentimentos, meus amigos não querem que eu sofra, mas.",https://www.letras.mus.br/rasta-chinela/1917198/
"Mas nada se compara a ti, nada é comparado a ti.",https://www.letras.mus.br/rasta-chinela/1917198/
"São flores para o meu amor, me deixar só te respirar.",https://www.letras.mus.br/rasta-chinela/1917198/
"Mas nada se compara a ti, nada é comparado a ti.",https://www.letras.mus.br/rasta-chinela/1917198/
"Se um dia eu voltar a amar, não será ninguém igual a ti.",https://www.letras.mus.br/rasta-chinela/1917198/
"Mas nada se compara a ti, nada é comparado a ti.",https://www.letras.mus.br/rasta-chinela/1917198/
"São flores para o meu amor, me deixar só te respirar.",https://www.letras.mus.br/rasta-chinela/1917198/
"Mas nada se compara a ti, nada é comparado a ti.",https://www.letras.mus.br/rasta-chinela/1917198/
"Se um dia eu voltar a amar, não será ninguém igual a ti.",https://www.letras.mus.br/rasta-chinela/1917198/
Inevitável,https://www.letras.mus.br/rasta-chinela/1917198/
