lyrics,letras_url
Copo copo copo copinho descartavel,https://www.letras.mus.br/rasta-chinela/1917186/
"Me usou, amassou e jogou fora",https://www.letras.mus.br/rasta-chinela/1917186/
E agora meu amor o que é que eu faço,https://www.letras.mus.br/rasta-chinela/1917186/
Sem voce o meu coração chora (2x),https://www.letras.mus.br/rasta-chinela/1917186/
"Aquela calça jeans, que voce não usa mais",https://www.letras.mus.br/rasta-chinela/1917186/
"O resto do perfume, que voce deixou pra traz",https://www.letras.mus.br/rasta-chinela/1917186/
"Sou eu , sou eu, sou eu",https://www.letras.mus.br/rasta-chinela/1917186/
"Sou eu , sou eu, sou eu",https://www.letras.mus.br/rasta-chinela/1917186/
Aquele guarda chuva que voce perdeu.,https://www.letras.mus.br/rasta-chinela/1917186/
O troco do supermercado que voce esqueceu,https://www.letras.mus.br/rasta-chinela/1917186/
"Sou eu, sou eu, sou eu",https://www.letras.mus.br/rasta-chinela/1917186/
"Sou eu, sou eu, sou eu",https://www.letras.mus.br/rasta-chinela/1917186/
"Mais ta difícil, pra ganhar seu coração",https://www.letras.mus.br/rasta-chinela/1917186/
"Tá difícil, pra viver sem essa paixão ( 2x )",https://www.letras.mus.br/rasta-chinela/1917186/
oouuuo,https://www.letras.mus.br/rasta-chinela/1917186/
Copo copo copo copinho descartavel,https://www.letras.mus.br/rasta-chinela/1917186/
"Me usou, amassou e jogou fora",https://www.letras.mus.br/rasta-chinela/1917186/
E agora meu amor o que é que eu faço,https://www.letras.mus.br/rasta-chinela/1917186/
Sem voce o meu coração chora (2x),https://www.letras.mus.br/rasta-chinela/1917186/
Aquele guarda chuva que voce perdeu.,https://www.letras.mus.br/rasta-chinela/1917186/
O troco do supermercado que voce esqueceu,https://www.letras.mus.br/rasta-chinela/1917186/
"Sou eu, sou eu, sou eu",https://www.letras.mus.br/rasta-chinela/1917186/
"Sou eu, sou eu, sou eu",https://www.letras.mus.br/rasta-chinela/1917186/
"Mais ta difícil, pra ganhar seu coração",https://www.letras.mus.br/rasta-chinela/1917186/
"Tá difícil, pra viver sem essa paixão",https://www.letras.mus.br/rasta-chinela/1917186/
