lyrics,letras_url
As suas brigas não vão resolver,https://www.letras.mus.br/rasta-chinela/1248289/
Nem vão mudar meu modo de pensar,https://www.letras.mus.br/rasta-chinela/1248289/
Só um coisa pode acontecer:,https://www.letras.mus.br/rasta-chinela/1248289/
Continuando assim você vai me perder,https://www.letras.mus.br/rasta-chinela/1248289/
É tão difícil eu chegar em casa,https://www.letras.mus.br/rasta-chinela/1248289/
E ter um sorriso pra me receber,https://www.letras.mus.br/rasta-chinela/1248289/
Isso me deixa tão contrariado,https://www.letras.mus.br/rasta-chinela/1248289/
"Mesmo assim, me calo",https://www.letras.mus.br/rasta-chinela/1248289/
Eu gosto de você,https://www.letras.mus.br/rasta-chinela/1248289/
Mas acontece que eu estou cansado,https://www.letras.mus.br/rasta-chinela/1248289/
De ter na vida tanta confusão,https://www.letras.mus.br/rasta-chinela/1248289/
Esse ciúme vai matando aos poucos,https://www.letras.mus.br/rasta-chinela/1248289/
O amor que existe em meu coração,https://www.letras.mus.br/rasta-chinela/1248289/
Se estou na rua e penso em ir pra casa,https://www.letras.mus.br/rasta-chinela/1248289/
Mas eu perco a graça e a opinião,https://www.letras.mus.br/rasta-chinela/1248289/
Por muitas vezes já me fez sentir,https://www.letras.mus.br/rasta-chinela/1248289/
Que um amor assim já não tem condição,https://www.letras.mus.br/rasta-chinela/1248289/
"Mude esse seu jeito de falar,",https://www.letras.mus.br/rasta-chinela/1248289/
Esse seu modo de tratar,https://www.letras.mus.br/rasta-chinela/1248289/
A quem lhe ama e lhe quer bem,https://www.letras.mus.br/rasta-chinela/1248289/
"Pense, pra você não se arrepender",https://www.letras.mus.br/rasta-chinela/1248289/
Continuando desse jeito,https://www.letras.mus.br/rasta-chinela/1248289/
Você pode me perder,https://www.letras.mus.br/rasta-chinela/1248289/
