lyrics,letras_url
Toda vez que agente briga ela diz que vai embora,https://www.letras.mus.br/rasta-chinela/628271/
"Aquela mala me assusta, pronta do lado de fora",https://www.letras.mus.br/rasta-chinela/628271/
"Quando a gente quebra o pau, sempre eu sei que ela sai",https://www.letras.mus.br/rasta-chinela/628271/
"Fico doido de saudade, ai eu bebo pa carai...",https://www.letras.mus.br/rasta-chinela/628271/
"Ai eu bebo, ai eu bebo, bebo pa carai",https://www.letras.mus.br/rasta-chinela/628271/
"Bebo pa carai, bebo pa carai, bebo pa carai",https://www.letras.mus.br/rasta-chinela/628271/
"Ai eu bebo, ai eu bebo, bebo pa carai",https://www.letras.mus.br/rasta-chinela/628271/
"Bebo pa carai, bebo pa carai, bebo pa carai",https://www.letras.mus.br/rasta-chinela/628271/
De repente ela volta toda cheia de alegria,https://www.letras.mus.br/rasta-chinela/628271/
Nem parece que a gente brigou naquele dia,https://www.letras.mus.br/rasta-chinela/628271/
Eu boto a mala pra dentro e pra cama a gente vai,https://www.letras.mus.br/rasta-chinela/628271/
"E depois de tanto love, ai eu bebo pa carai...",https://www.letras.mus.br/rasta-chinela/628271/
"Ai eu bebo, ai eu bebo, bebo pa carai",https://www.letras.mus.br/rasta-chinela/628271/
"Bebo pa carai, bebo pa carai, bebo pa carai",https://www.letras.mus.br/rasta-chinela/628271/
"Ai eu bebo, ai eu bebo, bebo pa carai",https://www.letras.mus.br/rasta-chinela/628271/
"Bebo pa carai, bebo pa carai, bebo pa carai",https://www.letras.mus.br/rasta-chinela/628271/
"Depois de uma semana em casa, quero um trenzinho diferente",https://www.letras.mus.br/rasta-chinela/628271/
"Uma coisa mais novinha, dessas que anima a gente",https://www.letras.mus.br/rasta-chinela/628271/
"Toda vez que eu to na rua, quando eu chego a casa cai",https://www.letras.mus.br/rasta-chinela/628271/
"Outra vez aquela mala, ai eu bebo pa carai",https://www.letras.mus.br/rasta-chinela/628271/
"Ai eu bebo, ai eu bebo, bebo pa carai",https://www.letras.mus.br/rasta-chinela/628271/
"Bebo pa carai, bebo pa carai, bebo pa carai",https://www.letras.mus.br/rasta-chinela/628271/
"Ai eu bebo, ai eu bebo, bebo pa carai",https://www.letras.mus.br/rasta-chinela/628271/
"Bebo pa carai, bebo pa carai, bebo pa carai...",https://www.letras.mus.br/rasta-chinela/628271/
"Oh muie, se tu me deixar ai eu bebo pa carai....",https://www.letras.mus.br/rasta-chinela/628271/
