lyrics,letras_url
[,https://www.letras.mus.br/rasta-chinela/deusa-de-itamaraca/
"Sei que é para me matarTeu olhar, teu olharLindo como a cor do mar, cor do mar, desejarDeusa sereia do mar, me chama, que eu vouPra me dar o teu amor, pra que eu possa ser felizNa verdade eu nem seiQuantas vezes tenho que ficarFlutuando pelo ceu, louco de amor atéNum castelo de areia na quebrada da maréFlutuando pelo ceu, louco de amor atéNum castelo de areia na quebrada da maré ]",https://www.letras.mus.br/rasta-chinela/deusa-de-itamaraca/
