lyrics,letras_url
Tô ficando com ela,https://www.letras.mus.br/rasta-chinela/956030/
Tô ficando liso no cheque que cai,https://www.letras.mus.br/rasta-chinela/956030/
Tô ficando com ela,https://www.letras.mus.br/rasta-chinela/956030/
É dinehiro que vem é dinheiro que vai,https://www.letras.mus.br/rasta-chinela/956030/
Tô ficando com ela,https://www.letras.mus.br/rasta-chinela/956030/
Eu fico fálido quebrado das pernas,https://www.letras.mus.br/rasta-chinela/956030/
"Mas, tô ficando com ela",https://www.letras.mus.br/rasta-chinela/956030/
Tô ficando com ela,https://www.letras.mus.br/rasta-chinela/956030/
Tô muito xônado doente de amor,https://www.letras.mus.br/rasta-chinela/956030/
Tô ficando com ela,https://www.letras.mus.br/rasta-chinela/956030/
Não posso viver sem aquela flor,https://www.letras.mus.br/rasta-chinela/956030/
Tô ficando com ela,https://www.letras.mus.br/rasta-chinela/956030/
Eu vendo a boiada se preciso for,https://www.letras.mus.br/rasta-chinela/956030/
Tô ficando com ela,https://www.letras.mus.br/rasta-chinela/956030/
Tô ficando com ela,https://www.letras.mus.br/rasta-chinela/956030/
Ela vai gastando e eu vou bancando,https://www.letras.mus.br/rasta-chinela/956030/
Tô ficando com ela,https://www.letras.mus.br/rasta-chinela/956030/
É mais um chequinho e o bobo assinando,https://www.letras.mus.br/rasta-chinela/956030/
Tô ficando com ela,https://www.letras.mus.br/rasta-chinela/956030/
É anel de ouro e carro do ano,https://www.letras.mus.br/rasta-chinela/956030/
"Mas, tô ficando com ela",https://www.letras.mus.br/rasta-chinela/956030/
