lyrics,letras_url
A noite passada vi você discutindo,https://www.letras.mus.br/rasta-chinela/1917203/
"Com o seu namorado parecia infeliz,",https://www.letras.mus.br/rasta-chinela/1917203/
Você olhava pra mim queria fugir,https://www.letras.mus.br/rasta-chinela/1917203/
"Então diz pra esse cara, chega agora é o fim!",https://www.letras.mus.br/rasta-chinela/1917203/
Ele te deixa em casa todo fim de semana,https://www.letras.mus.br/rasta-chinela/1917203/
"E sai com os amigos pra se divertir,",https://www.letras.mus.br/rasta-chinela/1917203/
E você não percebe ele tem mais de 20 mulheres,https://www.letras.mus.br/rasta-chinela/1917203/
Por que você não vê?,https://www.letras.mus.br/rasta-chinela/1917203/
"Mas você não entende porque,",https://www.letras.mus.br/rasta-chinela/1917203/
"Será que não sente, pra que vai se prender?",https://www.letras.mus.br/rasta-chinela/1917203/
"Chora, toda vez que me vê,",https://www.letras.mus.br/rasta-chinela/1917203/
"Chora, eu quero você,",https://www.letras.mus.br/rasta-chinela/1917203/
"Chora, sinto falta desse amor...",https://www.letras.mus.br/rasta-chinela/1917203/
"Chora, ele não te merece,",https://www.letras.mus.br/rasta-chinela/1917203/
"Chora, por que não esquece?",https://www.letras.mus.br/rasta-chinela/1917203/
"Chora, e se aquece em meu calor... (2x)",https://www.letras.mus.br/rasta-chinela/1917203/
E você não percebe ele tem mais de 20 mulheres,https://www.letras.mus.br/rasta-chinela/1917203/
Por que você não vê?,https://www.letras.mus.br/rasta-chinela/1917203/
Ele pede desculpa você apaixonada,https://www.letras.mus.br/rasta-chinela/1917203/
Sempre mente pra ele com medo de se ferir,https://www.letras.mus.br/rasta-chinela/1917203/
"Mais pra que mentir, eu estou aqui",https://www.letras.mus.br/rasta-chinela/1917203/
Sei que você me ama,https://www.letras.mus.br/rasta-chinela/1917203/
Falta só decidir,https://www.letras.mus.br/rasta-chinela/1917203/
Ele te deixa em casa todo fim de semana,https://www.letras.mus.br/rasta-chinela/1917203/
"E sai com os amigos pra se divertir,",https://www.letras.mus.br/rasta-chinela/1917203/
E você não percebe ele tem mais de 20 mulheres,https://www.letras.mus.br/rasta-chinela/1917203/
Por que você não vê?,https://www.letras.mus.br/rasta-chinela/1917203/
"Mas você não entende porque,",https://www.letras.mus.br/rasta-chinela/1917203/
"Será que não sente, pra que vai se prender?",https://www.letras.mus.br/rasta-chinela/1917203/
"Chora, toda vez que me vê,",https://www.letras.mus.br/rasta-chinela/1917203/
"Chora, eu quero você,",https://www.letras.mus.br/rasta-chinela/1917203/
"Chora, sinto falta desse amor...",https://www.letras.mus.br/rasta-chinela/1917203/
"Chora, ele não te merece,",https://www.letras.mus.br/rasta-chinela/1917203/
"Chora, por que não esquece?",https://www.letras.mus.br/rasta-chinela/1917203/
"Chora, e se aquece em meu calor...(2x)",https://www.letras.mus.br/rasta-chinela/1917203/
