lyrics,letras_url
Pra você eu dô meu coração,https://www.letras.mus.br/rasta-chinela/1795901/
E com ele todo o meu amor,https://www.letras.mus.br/rasta-chinela/1795901/
É você a dona da minha vida,https://www.letras.mus.br/rasta-chinela/1795901/
O ar que eu preciso respirar,https://www.letras.mus.br/rasta-chinela/1795901/
Uma caixinha de surpresa,https://www.letras.mus.br/rasta-chinela/1795901/
Eu que nunca amei ninguém,https://www.letras.mus.br/rasta-chinela/1795901/
Só dá você na minha cabeça,https://www.letras.mus.br/rasta-chinela/1795901/
Quero tanto ser teu bem,https://www.letras.mus.br/rasta-chinela/1795901/
A tristeza vai em bora,https://www.letras.mus.br/rasta-chinela/1795901/
Quando você vem,https://www.letras.mus.br/rasta-chinela/1795901/
Fica e demora,https://www.letras.mus.br/rasta-chinela/1795901/
Me faz tanto bem,https://www.letras.mus.br/rasta-chinela/1795901/
Um amor assim quero só pra mim,https://www.letras.mus.br/rasta-chinela/1795901/
Quero só pra mim meu bem...,https://www.letras.mus.br/rasta-chinela/1795901/
