lyrics,letras_url
Cheguei atrasado pra um encontro de amor,https://www.letras.mus.br/rasta-chinela/1377286/
Com alguém que eu queria muito conhecer,https://www.letras.mus.br/rasta-chinela/1377286/
O tempo andou mais depressa que eu,https://www.letras.mus.br/rasta-chinela/1377286/
Em questão de minutos eu perdi você,https://www.letras.mus.br/rasta-chinela/1377286/
Feito um louco em meu carro rodei a cidade,https://www.letras.mus.br/rasta-chinela/1377286/
Pra ver se encontrava você por aí,https://www.letras.mus.br/rasta-chinela/1377286/
De repente eu entrei em um lugar qualquer,https://www.letras.mus.br/rasta-chinela/1377286/
E por coincidência você estava ali,https://www.letras.mus.br/rasta-chinela/1377286/
Fiquei te olhando enquanto você dançava,https://www.letras.mus.br/rasta-chinela/1377286/
Você me flertando enquanto ele te abraçava,https://www.letras.mus.br/rasta-chinela/1377286/
E eu nesse impasse morrendo de desejo sem poder fazer nada,https://www.letras.mus.br/rasta-chinela/1377286/
Ali parado tomando uma cerveja,https://www.letras.mus.br/rasta-chinela/1377286/
Eu e a tristeza dividindo uma mesa,https://www.letras.mus.br/rasta-chinela/1377286/
Enquanto eu sofria entre uma dose e outra,https://www.letras.mus.br/rasta-chinela/1377286/
O cara só te beijava,https://www.letras.mus.br/rasta-chinela/1377286/
No meu desespero entre o ciúme e a raiva,https://www.letras.mus.br/rasta-chinela/1377286/
Feito um palhaço que levou o fora,https://www.letras.mus.br/rasta-chinela/1377286/
"Paguei minha conta, olhei pra bandida",https://www.letras.mus.br/rasta-chinela/1377286/
Entrei no carro e fui embora,https://www.letras.mus.br/rasta-chinela/1377286/
