lyrics,letras_url
Sou foda na cama te esculacho,https://www.letras.mus.br/rasta-chinela/1975805/
Na sala ou no quarto no beco,https://www.letras.mus.br/rasta-chinela/1975805/
Ou no carro...,https://www.letras.mus.br/rasta-chinela/1975805/
Eu sou sinistro melhor que seu marido,https://www.letras.mus.br/rasta-chinela/1975805/
Esculacho seu amigo,https://www.letras.mus.br/rasta-chinela/1975805/
Na cama eu sou perito,https://www.letras.mus.br/rasta-chinela/1975805/
Avassalador um cara interessante,https://www.letras.mus.br/rasta-chinela/1975805/
Esculacho seu amante até o seu,https://www.letras.mus.br/rasta-chinela/1975805/
Ficante...,https://www.letras.mus.br/rasta-chinela/1975805/
Mais não se esqueça que eu sou,https://www.letras.mus.br/rasta-chinela/1975805/
Vagabundo depois que a putaria,https://www.letras.mus.br/rasta-chinela/1975805/
Começou rolar no mundo...,https://www.letras.mus.br/rasta-chinela/1975805/
Pra ti enlouquecer,https://www.letras.mus.br/rasta-chinela/1975805/
Pra ti enlouquecer,https://www.letras.mus.br/rasta-chinela/1975805/
Todas todas que provaram não,https://www.letras.mus.br/rasta-chinela/1975805/
Conseguem esquecer. (2x),https://www.letras.mus.br/rasta-chinela/1975805/
Ó o pente ó o pente ó o pente,https://www.letras.mus.br/rasta-chinela/1975805/
Ó o pente ó o pente ó o pente,https://www.letras.mus.br/rasta-chinela/1975805/
Ó o pente ó o pente é o forró rasta chinela,https://www.letras.mus.br/rasta-chinela/1975805/
Dando a sequencia do pente... (2x),https://www.letras.mus.br/rasta-chinela/1975805/
"Traição é traição, romance é romance",https://www.letras.mus.br/rasta-chinela/1975805/
Amor é amor e um lance é um lance... (2x),https://www.letras.mus.br/rasta-chinela/1975805/
Sou foda na cama te esculacho,https://www.letras.mus.br/rasta-chinela/1975805/
Na sala ou no quarto no beco,https://www.letras.mus.br/rasta-chinela/1975805/
Ou no carro...,https://www.letras.mus.br/rasta-chinela/1975805/
Eu sou sinistro melhor que seu marido,https://www.letras.mus.br/rasta-chinela/1975805/
Esculacho seu amigo,https://www.letras.mus.br/rasta-chinela/1975805/
Na cama eu sou um perigo...,https://www.letras.mus.br/rasta-chinela/1975805/
Avassalador um cara interessante,https://www.letras.mus.br/rasta-chinela/1975805/
Esculacho seu amante até o seu,https://www.letras.mus.br/rasta-chinela/1975805/
Ficante...,https://www.letras.mus.br/rasta-chinela/1975805/
Mais não se esqueça que eu sou,https://www.letras.mus.br/rasta-chinela/1975805/
Vagabundo depois que a putaria,https://www.letras.mus.br/rasta-chinela/1975805/
Começou rolar no mundo...,https://www.letras.mus.br/rasta-chinela/1975805/
Pra ti enlouquecer,https://www.letras.mus.br/rasta-chinela/1975805/
Pra ti enlouquecer,https://www.letras.mus.br/rasta-chinela/1975805/
Todas todas que provaram não,https://www.letras.mus.br/rasta-chinela/1975805/
Conseguem esquecer. (2x),https://www.letras.mus.br/rasta-chinela/1975805/
Ó o pente ó o pente ó o pente,https://www.letras.mus.br/rasta-chinela/1975805/
Ó o pente ó o pente ó o pente,https://www.letras.mus.br/rasta-chinela/1975805/
Ó o pente ó o pente é o carlos e jader,https://www.letras.mus.br/rasta-chinela/1975805/
Dando a sequencia do pente. (2x),https://www.letras.mus.br/rasta-chinela/1975805/
"Traição é traição, romance é romance",https://www.letras.mus.br/rasta-chinela/1975805/
Amor é amor e um lance é um lance. (2x),https://www.letras.mus.br/rasta-chinela/1975805/
Sou foda...,https://www.letras.mus.br/rasta-chinela/1975805/
