lyrics,letras_url
Tem uma paixão morando aqui do lado esquerdo,https://www.letras.mus.br/rasta-chinela/1377281/
"que dá medo, que dá medo",https://www.letras.mus.br/rasta-chinela/1377281/
"É segredo, é segredo",https://www.letras.mus.br/rasta-chinela/1377281/
Essa paixão que tá morando aqui do lado esquerdo,https://www.letras.mus.br/rasta-chinela/1377281/
Sinceramente eu não sei como aconteceu,https://www.letras.mus.br/rasta-chinela/1377281/
Essa atração entre ela e eu,https://www.letras.mus.br/rasta-chinela/1377281/
"Pintou um clima, rolou emoção, virou amor, virou paixão",https://www.letras.mus.br/rasta-chinela/1377281/
"Bateu, valeu",https://www.letras.mus.br/rasta-chinela/1377281/
Agora loucamente apaixonado,https://www.letras.mus.br/rasta-chinela/1377281/
Coração contaminado pelo vírus do amor,https://www.letras.mus.br/rasta-chinela/1377281/
E nessa loucura de desejo,https://www.letras.mus.br/rasta-chinela/1377281/
Louco pra ganhar um beijo,https://www.letras.mus.br/rasta-chinela/1377281/
Coração bate igual tambor,https://www.letras.mus.br/rasta-chinela/1377281/
E nessa loucura de desejo,https://www.letras.mus.br/rasta-chinela/1377281/
Louco pra ganhar um beijo,https://www.letras.mus.br/rasta-chinela/1377281/
Vai batendo igual tambor,https://www.letras.mus.br/rasta-chinela/1377281/
Tem uma paixão morando aqui do lado esquerdo,https://www.letras.mus.br/rasta-chinela/1377281/
"que dá medo,que dá medo",https://www.letras.mus.br/rasta-chinela/1377281/
"É segredo, é segredo",https://www.letras.mus.br/rasta-chinela/1377281/
Essa paixão que tá morando aqui do lado esquerdo,https://www.letras.mus.br/rasta-chinela/1377281/
