lyrics,letras_url
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não fo, não fo, não fo, não fo, não foge da raia",https://www.letras.mus.br/rasta-chinela/628272/
E se tratando de mulher não pode ver...,https://www.letras.mus.br/rasta-chinela/628272/
Um rabo de saia,https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
Eu tenho uma amigo que é difícil de entender,https://www.letras.mus.br/rasta-chinela/628272/
Não bebe não fuma e diverte pra valer,https://www.letras.mus.br/rasta-chinela/628272/
"Tá na farra e na gandaia, mais tá sempre consciente",https://www.letras.mus.br/rasta-chinela/628272/
Mas se vê rabo de saia garanhão fica valente,https://www.letras.mus.br/rasta-chinela/628272/
"Gosto muito desse amigo, um cara muito direito",https://www.letras.mus.br/rasta-chinela/628272/
Mas se vê mulher bonita aparece seu defeito,https://www.letras.mus.br/rasta-chinela/628272/
Se ofereço uma cerveja ele faz uma careta,https://www.letras.mus.br/rasta-chinela/628272/
quando vejo tá no canto com a mão lá na...,https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não fo, não fo, não fo, não fo, não foge da raia",https://www.letras.mus.br/rasta-chinela/628272/
E se tratando de mulher não pode ver...,https://www.letras.mus.br/rasta-chinela/628272/
Um rabo de saia,https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
Eu tenho uma amigo gente boa pra valer,https://www.letras.mus.br/rasta-chinela/628272/
O Danado e bom de farra e não prescsa beber,https://www.letras.mus.br/rasta-chinela/628272/
"Esta Sempre muito alegre, confiante e oTimista",https://www.letras.mus.br/rasta-chinela/628272/
Mas se ve mulher gostosa garanhão logo conquista,https://www.letras.mus.br/rasta-chinela/628272/
Gosto muito deste amigo mas tem hora q perturba,https://www.letras.mus.br/rasta-chinela/628272/
Quando penso que ganhei ele logo me derruba,https://www.letras.mus.br/rasta-chinela/628272/
"Se ofereço um cigarro, ele faz uma careta",https://www.letras.mus.br/rasta-chinela/628272/
Eu notei que ele gosta mesmo da tal......,https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não fo, não fo, não fo, não fo, não foge da raia",https://www.letras.mus.br/rasta-chinela/628272/
E se tratando de mulher não pode ver...,https://www.letras.mus.br/rasta-chinela/628272/
Um rabo de saia,https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
Eu tenho uma amigo gente boa pra valer,https://www.letras.mus.br/rasta-chinela/628272/
O Danado e bom de farra e não prescsa beber,https://www.letras.mus.br/rasta-chinela/628272/
"Esta Sempre muito alegre, confiante e oTimista",https://www.letras.mus.br/rasta-chinela/628272/
Mas se ve mulher gostosa garanhão logo conquista,https://www.letras.mus.br/rasta-chinela/628272/
Gosto muito deste amigo mas tem hora q perturba,https://www.letras.mus.br/rasta-chinela/628272/
Quando penso que ganhei ele logo me derruba,https://www.letras.mus.br/rasta-chinela/628272/
"Se ofereço um cigarro, ele faz uma careta",https://www.letras.mus.br/rasta-chinela/628272/
Eu notei que ele gosta mesmo da tal......,https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não fo, não fo, não fo, não fo, não foge da raia",https://www.letras.mus.br/rasta-chinela/628272/
E se tratando de mulher não pode ver...,https://www.letras.mus.br/rasta-chinela/628272/
Um rabo de saia,https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
"Ele não bebe, não fuma e não foge",https://www.letras.mus.br/rasta-chinela/628272/
