lyrics,letras_url
Tô ligando amor,https://www.letras.mus.br/rasta-chinela/71459/
Pra dizer como estou,https://www.letras.mus.br/rasta-chinela/71459/
Triste demais,https://www.letras.mus.br/rasta-chinela/71459/
Solidão me pegou,https://www.letras.mus.br/rasta-chinela/71459/
Agora vem me ver,https://www.letras.mus.br/rasta-chinela/71459/
Estou Pensando em você,https://www.letras.mus.br/rasta-chinela/71459/
Eu ti amo demais,https://www.letras.mus.br/rasta-chinela/71459/
Estou louco pra ti ter,https://www.letras.mus.br/rasta-chinela/71459/
"Perto, aqui bem perto amor predileto",https://www.letras.mus.br/rasta-chinela/71459/
Sempre correto aqui com você,https://www.letras.mus.br/rasta-chinela/71459/
"Com grande prazer com meu amor vivo, vivo eu sou",https://www.letras.mus.br/rasta-chinela/71459/
Muito mais feliz.,https://www.letras.mus.br/rasta-chinela/71459/
