lyrics,letras_url
"Nosso amor foi tâo bonito, Era mais que o infinito,",https://www.letras.mus.br/rasta-chinela/425902/
Derrepente vi que algo aconteceu,https://www.letras.mus.br/rasta-chinela/425902/
Todo aquele amor ardente,https://www.letras.mus.br/rasta-chinela/425902/
"Acabou-se derrepente,",https://www.letras.mus.br/rasta-chinela/425902/
A paixâo que era nos dois,https://www.letras.mus.br/rasta-chinela/425902/
Acabou você e eu,https://www.letras.mus.br/rasta-chinela/425902/
Nâo consigo imaginar,https://www.letras.mus.br/rasta-chinela/425902/
"Você trilhando outro caminho,",https://www.letras.mus.br/rasta-chinela/425902/
Pois contigo aprendi que nâo consigo andar sozinho,https://www.letras.mus.br/rasta-chinela/425902/
"Sou um homem feito, mas estou me sentindo um menino",https://www.letras.mus.br/rasta-chinela/425902/
Indeciso sem saber o meu destino,https://www.letras.mus.br/rasta-chinela/425902/
"Se disser que vai embora amor eu choro, eu choro",https://www.letras.mus.br/rasta-chinela/425902/
"Eu te amo eu te quero eu te adoro, te adoro, te adoro (2X)",https://www.letras.mus.br/rasta-chinela/425902/
"Nosso amor foi tâo bonito,",https://www.letras.mus.br/rasta-chinela/425902/
"Era mais que o infinito,",https://www.letras.mus.br/rasta-chinela/425902/
Derrepente vi que algo aconteceu,https://www.letras.mus.br/rasta-chinela/425902/
Todo aquele amor ardente,https://www.letras.mus.br/rasta-chinela/425902/
"Acabou-se derrepente,",https://www.letras.mus.br/rasta-chinela/425902/
A paixâo que era nos dois,https://www.letras.mus.br/rasta-chinela/425902/
Acabou você e eu,https://www.letras.mus.br/rasta-chinela/425902/
Nâo consigo imaginar,https://www.letras.mus.br/rasta-chinela/425902/
"Você trilhando outro caminho,",https://www.letras.mus.br/rasta-chinela/425902/
Pois contigo aprendi que nâo consigo andar sozinho,https://www.letras.mus.br/rasta-chinela/425902/
"Sou um homem feito, mas estou me sentindo um menino",https://www.letras.mus.br/rasta-chinela/425902/
Indeciso sem saber o meu destino,https://www.letras.mus.br/rasta-chinela/425902/
"Se disser que vai embora amor eu choro, eu choro",https://www.letras.mus.br/rasta-chinela/425902/
"Eu te amo eu te quero eu te adoro, te adoro, te adoro (2X)",https://www.letras.mus.br/rasta-chinela/425902/
