lyrics,letras_url
"quero você, pra viver comigo",https://www.letras.mus.br/rasta-chinela/122688/
"e pra sempre vivemos felizes oh, oh",https://www.letras.mus.br/rasta-chinela/122688/
o amor foi deus quem me deu no coração,https://www.letras.mus.br/rasta-chinela/122688/
por você quando eu te conheci,https://www.letras.mus.br/rasta-chinela/122688/
para sempre,https://www.letras.mus.br/rasta-chinela/122688/
quero ter você,https://www.letras.mus.br/rasta-chinela/122688/
foi você quem eu sempre sonhei em conquistar,https://www.letras.mus.br/rasta-chinela/122688/
para sempre,https://www.letras.mus.br/rasta-chinela/122688/
quero ter você,https://www.letras.mus.br/rasta-chinela/122688/
foi você quem eu sempre sonhei em conquistar,https://www.letras.mus.br/rasta-chinela/122688/
"quero você, pra viver comigo",https://www.letras.mus.br/rasta-chinela/122688/
"e pra sempre vivemos felizes oh, oh",https://www.letras.mus.br/rasta-chinela/122688/
o amor foi deus quem me deu no coração,https://www.letras.mus.br/rasta-chinela/122688/
por você quando eu te conheci......,https://www.letras.mus.br/rasta-chinela/122688/
