lyrics,letras_url
Não tem razão pra você ficar brava assim comigo,https://www.letras.mus.br/rasta-chinela/72238/
Por que apenas sou um ser humano pecador,https://www.letras.mus.br/rasta-chinela/72238/
Quem nessa vida não erra meu amor,https://www.letras.mus.br/rasta-chinela/72238/
Pois saiba que aqui estou,https://www.letras.mus.br/rasta-chinela/72238/
"Cheio de amor, tristeza e rancor",https://www.letras.mus.br/rasta-chinela/72238/
As vezes o homem não sabe da valor,https://www.letras.mus.br/rasta-chinela/72238/
A quem ti ama,https://www.letras.mus.br/rasta-chinela/72238/
Hoje eu sei o que é perder um amor,https://www.letras.mus.br/rasta-chinela/72238/
Cansei de sofrer com a dor,https://www.letras.mus.br/rasta-chinela/72238/
Me perdoe quero que volte pra mim,https://www.letras.mus.br/rasta-chinela/72238/
Diga que não tem boas recordações,https://www.letras.mus.br/rasta-chinela/72238/
Daquele tempo que a gente viveu tão feliz,https://www.letras.mus.br/rasta-chinela/72238/
Hoje estou ansioso pra viver com você,https://www.letras.mus.br/rasta-chinela/72238/
tudo de bom quero ter,https://www.letras.mus.br/rasta-chinela/72238/
Volte logo já não sei o que fazer,https://www.letras.mus.br/rasta-chinela/72238/
