lyrics,letras_url
"Não me deixe, eu topo tudo que vier",https://www.letras.mus.br/rasta-chinela/1917197/
Por mim pode fazer o que quiser,https://www.letras.mus.br/rasta-chinela/1917197/
Só não esqueça que é seu meu coração,https://www.letras.mus.br/rasta-chinela/1917197/
Não tenho culpa de te amar desse jeito,https://www.letras.mus.br/rasta-chinela/1917197/
"Eu te amo e não me deixe não, me deixe não, me deixe não meu amor",https://www.letras.mus.br/rasta-chinela/1917197/
Desculpa mais eu não domino o meu coração,https://www.letras.mus.br/rasta-chinela/1917197/
Ja tentei te esqueçer mais não tem jeito não,https://www.letras.mus.br/rasta-chinela/1917197/
"É amor, amor, amor",https://www.letras.mus.br/rasta-chinela/1917197/
"É amor, amor, amor, não me deixe não.",https://www.letras.mus.br/rasta-chinela/1917197/
"Não me deixe, eu topo tudo que vier",https://www.letras.mus.br/rasta-chinela/1917197/
Por mim pode fazer o que quiser,https://www.letras.mus.br/rasta-chinela/1917197/
Só não esqueça que é seu meu coração,https://www.letras.mus.br/rasta-chinela/1917197/
Não tenho culpa de te amar desse jeito,https://www.letras.mus.br/rasta-chinela/1917197/
"Eu te amo e não me deixe não, me deixe não, me deixe não meu amor",https://www.letras.mus.br/rasta-chinela/1917197/
Desculpa mais eu não domino o meu coração,https://www.letras.mus.br/rasta-chinela/1917197/
Ja tentei te esqueçer mais não tem jeito não,https://www.letras.mus.br/rasta-chinela/1917197/
"É amor, amor, amor",https://www.letras.mus.br/rasta-chinela/1917197/
"É amor, amor, amor, não me deixe não.",https://www.letras.mus.br/rasta-chinela/1917197/
