lyrics,letras_url
Ela saiu e não voltou,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado,https://www.letras.mus.br/rasta-chinela/1227794/
Nem o menino ela levou,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado,https://www.letras.mus.br/rasta-chinela/1227794/
Ligou um tal de personal,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado,https://www.letras.mus.br/rasta-chinela/1227794/
Eu tô até passando mal,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado...,https://www.letras.mus.br/rasta-chinela/1227794/
Será que eu vou berrar?,https://www.letras.mus.br/rasta-chinela/1227794/
"Vai, vai muuuu...(4x)",https://www.letras.mus.br/rasta-chinela/1227794/
Saiu de short e saia curta,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado,https://www.letras.mus.br/rasta-chinela/1227794/
Traição não me assusta,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado,https://www.letras.mus.br/rasta-chinela/1227794/
Nem levou o celular,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado,https://www.letras.mus.br/rasta-chinela/1227794/
E como é que eu vou ligar,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado...,https://www.letras.mus.br/rasta-chinela/1227794/
Será que eu vou berrar?,https://www.letras.mus.br/rasta-chinela/1227794/
"Vai, vai muuuu...(4x)",https://www.letras.mus.br/rasta-chinela/1227794/
Se tem fumaça tem fogo,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado,https://www.letras.mus.br/rasta-chinela/1227794/
"E onde tem bola, tem jogo",https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado,https://www.letras.mus.br/rasta-chinela/1227794/
Eu nem sei onde ela foi,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado,https://www.letras.mus.br/rasta-chinela/1227794/
Que mané cara de boi,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado...,https://www.letras.mus.br/rasta-chinela/1227794/
Será que eu vou berrar?,https://www.letras.mus.br/rasta-chinela/1227794/
"Vai, vai muuuu...(4x)",https://www.letras.mus.br/rasta-chinela/1227794/
Ela só tem 22 anos,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado,https://www.letras.mus.br/rasta-chinela/1227794/
E eu tô sempre viajando,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado,https://www.letras.mus.br/rasta-chinela/1227794/
Me trair ela não vai,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado,https://www.letras.mus.br/rasta-chinela/1227794/
Tô preocupado prá carai,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado...,https://www.letras.mus.br/rasta-chinela/1227794/
Será que eu vou berrar?,https://www.letras.mus.br/rasta-chinela/1227794/
"Vai, vai muuuu...(4x)",https://www.letras.mus.br/rasta-chinela/1227794/
Ela só tem 22 anos,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado,https://www.letras.mus.br/rasta-chinela/1227794/
E eu tô sempre viajando,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado,https://www.letras.mus.br/rasta-chinela/1227794/
Me trair ela não vai,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado,https://www.letras.mus.br/rasta-chinela/1227794/
Tô preocupado prá carai,https://www.letras.mus.br/rasta-chinela/1227794/
É prá ficar preocupado...,https://www.letras.mus.br/rasta-chinela/1227794/
Será que eu vou berrar?,https://www.letras.mus.br/rasta-chinela/1227794/
"Vai, vai muuuu...(8x)",https://www.letras.mus.br/rasta-chinela/1227794/
