lyrics,letras_url
Não Estou sofrendo,https://www.letras.mus.br/rasta-chinela/961423/
Não Estou morrendo,https://www.letras.mus.br/rasta-chinela/961423/
Não Estou correndo atrás de um namorado,https://www.letras.mus.br/rasta-chinela/961423/
Não Estou chorando,https://www.letras.mus.br/rasta-chinela/961423/
Nem me arrastando,https://www.letras.mus.br/rasta-chinela/961423/
Cale esta boca você está muito enganado,https://www.letras.mus.br/rasta-chinela/961423/
Não Estou sofrendo,https://www.letras.mus.br/rasta-chinela/961423/
Não Estou morrendo,https://www.letras.mus.br/rasta-chinela/961423/
Não Estou correndo atrás de um namorado,https://www.letras.mus.br/rasta-chinela/961423/
Não Estou chorando,https://www.letras.mus.br/rasta-chinela/961423/
Nem me arrastando,https://www.letras.mus.br/rasta-chinela/961423/
Cale esta boca você está muito enganado,https://www.letras.mus.br/rasta-chinela/961423/
Tá pensando que já é dono do meu bem querer,https://www.letras.mus.br/rasta-chinela/961423/
Só porque eu te olhei,https://www.letras.mus.br/rasta-chinela/961423/
Não quer dizer que eu quero amar você,https://www.letras.mus.br/rasta-chinela/961423/
"Amor, Amor",https://www.letras.mus.br/rasta-chinela/961423/
Se pensa que é assim,https://www.letras.mus.br/rasta-chinela/961423/
Que é so chamar que eu vou,https://www.letras.mus.br/rasta-chinela/961423/
O que você quiser é so pedir que eu dou,https://www.letras.mus.br/rasta-chinela/961423/
Não é que eu nao resisto,https://www.letras.mus.br/rasta-chinela/961423/
Ao seu poder,https://www.letras.mus.br/rasta-chinela/961423/
De sedução,https://www.letras.mus.br/rasta-chinela/961423/
"Amor, Amor",https://www.letras.mus.br/rasta-chinela/961423/
Se toca de uma vez e tenta entender,https://www.letras.mus.br/rasta-chinela/961423/
Debaixo desta roupa vive uma mulher,https://www.letras.mus.br/rasta-chinela/961423/
Que dentro deste corpo bate forte,https://www.letras.mus.br/rasta-chinela/961423/
Um coração,https://www.letras.mus.br/rasta-chinela/961423/
"Comigo não, Comigo não...",https://www.letras.mus.br/rasta-chinela/961423/
"Poderosa, Atrevida",https://www.letras.mus.br/rasta-chinela/961423/
Ninguén se mete mais na minha vida,https://www.letras.mus.br/rasta-chinela/961423/
"Se eu tô dançando,",https://www.letras.mus.br/rasta-chinela/961423/
Tô te tocando,https://www.letras.mus.br/rasta-chinela/961423/
Não significa que eu estou me apaixonando,https://www.letras.mus.br/rasta-chinela/961423/
Tá pensando que já é dono do meu bem querer,https://www.letras.mus.br/rasta-chinela/961423/
Só porque eu te olhei,https://www.letras.mus.br/rasta-chinela/961423/
Não quer dizer que eu quero amar você,https://www.letras.mus.br/rasta-chinela/961423/
"Amor, Amor...",https://www.letras.mus.br/rasta-chinela/961423/
"Poderosa, Atrevida",https://www.letras.mus.br/rasta-chinela/961423/
Ninguén se mete mais na minha vida,https://www.letras.mus.br/rasta-chinela/961423/
"Se eu tô dançando,",https://www.letras.mus.br/rasta-chinela/961423/
Tô te tocando,https://www.letras.mus.br/rasta-chinela/961423/
Não significa que eu estou me apaixonando,https://www.letras.mus.br/rasta-chinela/961423/
Tá pensando que já é dono do meu bem querer,https://www.letras.mus.br/rasta-chinela/961423/
Só porque eu te olhei,https://www.letras.mus.br/rasta-chinela/961423/
Não quer dizer que eu quero amar você,https://www.letras.mus.br/rasta-chinela/961423/
"Amor, Amor ...",https://www.letras.mus.br/rasta-chinela/961423/
"Comigo não, Comigo não...",https://www.letras.mus.br/rasta-chinela/961423/
