lyrics,letras_url
Me apaixonei!,https://www.letras.mus.br/rasta-chinela/1101614/
Quando vi,https://www.letras.mus.br/rasta-chinela/1101614/
Os teus lindos olhos,https://www.letras.mus.br/rasta-chinela/1101614/
Brilhando,https://www.letras.mus.br/rasta-chinela/1101614/
Em outra direção,https://www.letras.mus.br/rasta-chinela/1101614/
Olhando,https://www.letras.mus.br/rasta-chinela/1101614/
E eu não existia,https://www.letras.mus.br/rasta-chinela/1101614/
Prá você...,https://www.letras.mus.br/rasta-chinela/1101614/
Me apavorei!,https://www.letras.mus.br/rasta-chinela/1101614/
Quando vi,https://www.letras.mus.br/rasta-chinela/1101614/
O seu sorriso,https://www.letras.mus.br/rasta-chinela/1101614/
"Lindo, se abrindo",https://www.letras.mus.br/rasta-chinela/1101614/
Despedindo e indo,https://www.letras.mus.br/rasta-chinela/1101614/
Chorei sem querer...(2x),https://www.letras.mus.br/rasta-chinela/1101614/
Pensei que nunca mais,https://www.letras.mus.br/rasta-chinela/1101614/
Ia te ver,https://www.letras.mus.br/rasta-chinela/1101614/
Chorei sem querer,https://www.letras.mus.br/rasta-chinela/1101614/
E eu sem uma chance,https://www.letras.mus.br/rasta-chinela/1101614/
Prá dizer:,https://www.letras.mus.br/rasta-chinela/1101614/
O quanto estava,https://www.letras.mus.br/rasta-chinela/1101614/
Apaixonado por você...,https://www.letras.mus.br/rasta-chinela/1101614/
A primeira vez,https://www.letras.mus.br/rasta-chinela/1101614/
Que eu te vi,https://www.letras.mus.br/rasta-chinela/1101614/
"No peito, o coração",https://www.letras.mus.br/rasta-chinela/1101614/
Bateu a mil e explodiu,https://www.letras.mus.br/rasta-chinela/1101614/
Ao me aproximar,https://www.letras.mus.br/rasta-chinela/1101614/
Senti no corpo,https://www.letras.mus.br/rasta-chinela/1101614/
Um arrepio...,https://www.letras.mus.br/rasta-chinela/1101614/
A primeira vez,https://www.letras.mus.br/rasta-chinela/1101614/
Que eu te vi,https://www.letras.mus.br/rasta-chinela/1101614/
"Apaixonei, sonhei",https://www.letras.mus.br/rasta-chinela/1101614/
Tentei falar,https://www.letras.mus.br/rasta-chinela/1101614/
A voz não saiu...(2x),https://www.letras.mus.br/rasta-chinela/1101614/
Me apaixonei!,https://www.letras.mus.br/rasta-chinela/1101614/
Quando vi,https://www.letras.mus.br/rasta-chinela/1101614/
Os teus lindos olhos,https://www.letras.mus.br/rasta-chinela/1101614/
Brilhando,https://www.letras.mus.br/rasta-chinela/1101614/
Em outra direção,https://www.letras.mus.br/rasta-chinela/1101614/
Olhando,https://www.letras.mus.br/rasta-chinela/1101614/
E eu não existia,https://www.letras.mus.br/rasta-chinela/1101614/
Prá você...,https://www.letras.mus.br/rasta-chinela/1101614/
Me apavorei!,https://www.letras.mus.br/rasta-chinela/1101614/
Quando vi,https://www.letras.mus.br/rasta-chinela/1101614/
O teu sorriso lindo,https://www.letras.mus.br/rasta-chinela/1101614/
Se abrindo,https://www.letras.mus.br/rasta-chinela/1101614/
Despedindo e indo,https://www.letras.mus.br/rasta-chinela/1101614/
Chorei sem querer...(2x),https://www.letras.mus.br/rasta-chinela/1101614/
Pensei que nunca mais,https://www.letras.mus.br/rasta-chinela/1101614/
Ia te ver,https://www.letras.mus.br/rasta-chinela/1101614/
Chorei sem querer,https://www.letras.mus.br/rasta-chinela/1101614/
E eu sem uma chance,https://www.letras.mus.br/rasta-chinela/1101614/
Prá dizer:,https://www.letras.mus.br/rasta-chinela/1101614/
O quanto estava apaixonado,https://www.letras.mus.br/rasta-chinela/1101614/
Por você...,https://www.letras.mus.br/rasta-chinela/1101614/
