lyrics,letras_url
"O nosso amor, um caso complicado de se entender",https://www.letras.mus.br/rasta-chinela/710371/
"Por que razão, com coisas tão banais estragam o prezer.",https://www.letras.mus.br/rasta-chinela/710371/
"O nosso amor é lindo, grande um encanto",https://www.letras.mus.br/rasta-chinela/710371/
"Não imagino amor, por que brigamos tanto",https://www.letras.mus.br/rasta-chinela/710371/
Querido a gente tem que se entender,https://www.letras.mus.br/rasta-chinela/710371/
Meu bem eu sei que a gente nasceu um pro outro,https://www.letras.mus.br/rasta-chinela/710371/
Mais o nosso amor está morrendo aos poucos,https://www.letras.mus.br/rasta-chinela/710371/
"Pois não foi de brigas que o amor se fez, que amor se fez...",https://www.letras.mus.br/rasta-chinela/710371/
O nosso amor esta dislacerando os nossos corações,https://www.letras.mus.br/rasta-chinela/710371/
"Por favor, não vamos apagar as marcas da paixão.",https://www.letras.mus.br/rasta-chinela/710371/
"O nosso amor é lindo, é grande um encanto",https://www.letras.mus.br/rasta-chinela/710371/
Não imagino amor porque brigamos tanto,https://www.letras.mus.br/rasta-chinela/710371/
Querido a gente tem q se entender,https://www.letras.mus.br/rasta-chinela/710371/
Meu bem eu sei que a gente nasceu um pro outro,https://www.letras.mus.br/rasta-chinela/710371/
Mais o nosso amor esta morrendo aos poucos,https://www.letras.mus.br/rasta-chinela/710371/
"Pois não foi de brigas que o amor se fez, que o amor se fez...",https://www.letras.mus.br/rasta-chinela/710371/
