codcult,safra,e1,e2,e3,e4,e5,e6,e7,n7tmed,p7tmax,p7tmin,p7ur,p7nprec,p7sprec,p7tmed,n7tmax,n7tmin,n7ur,n7nprec,n7sprec,p14tmed,p14tmax,p14tmin,p14ur,p14nprec,p14sprec,n14tmed,n14tmax,n14tmin,n14ur,n14nprec,n14sprec,p28tmed,p28tmax,p28tmin,p28ur,p28nprec,p28sprec,n28tmed,n28tmax,n28tmin,n28ur,n28nprec,n28sprec,delta
16,1,100.0,100.0,100.0,100.0,100.0,79.07000000000002,14.4,25.55,30.2125,20.8875,79.84375,-42.857142857142854,59.3,26.80625,32.4375,21.175,71.78125,0.0,8.2,25.41,29.733333333333334,21.086666666666666,82.61666666666666,-42.857142857142854,232.5,25.65666666666667,30.49333333333333,20.82,74.48333333333333,7.142857142857142,41.5,25.8,30.348275862068963,21.25172413793103,82.23275862068967,-35.714285714285715,367.79999999999984,25.389655172413804,30.289655172413788,20.48965517241379,73.23275862068967,10.714285714285714,204.0,10
120,2,18.45,7.28,7.28,0.0,0.0,0.0,0.0,24.65625,28.65,20.6625,77.9375,-14.285714285714285,33.40000000000001,24.275,28.6875,19.8625,74.90625,14.285714285714285,38.9,25.65666666666667,30.49333333333333,20.82,74.48333333333333,-7.142857142857142,41.5,24.96,29.88,20.040000000000006,72.35,14.285714285714285,167.4,25.50172413793103,30.031034482758628,20.97241379310345,78.9655172413793,-25.0,274.0,24.86034482758621,29.8,19.92068965517241,73.9655172413793,17.857142857142858,250.00000000000003,139
120,2,47.65,18.84,7.28,0.0,0.0,0.0,0.0,24.275,28.6875,19.8625,74.90625,-14.285714285714285,38.9,25.7125,31.0875,20.3375,71.21875,28.57142857142857,162.3,24.56666666666667,28.766666666666666,20.366666666666667,76.26666666666667,-14.285714285714285,67.4,25.063333333333336,30.21333333333333,19.913333333333334,72.23333333333333,21.428571428571427,189.20000000000005,25.31206896551724,29.962068965517243,20.662068965517236,76.20689655172414,-17.857142857142858,134.8,24.701724137931038,29.7551724137931,19.648275862068967,73.69827586206897,17.857142857142858,253.7,132
120,2,83.71000000000002,47.65,18.84,0.0,0.0,0.0,0.0,25.7125,31.0875,20.3375,71.21875,-28.57142857142857,162.3,24.65,29.5125,19.7875,73.46875,14.285714285714285,26.9,24.96,29.88,20.040000000000006,72.35,-14.285714285714285,167.4,24.9,29.84,19.96,75.58333333333333,21.428571428571427,82.60000000000002,25.389655172413804,30.289655172413788,20.48965517241379,73.23275862068967,-10.714285714285714,204.0,23.97068965517241,28.962068965517243,18.979310344827585,74.76724137931033,17.857142857142858,158.8,125
120,2,91.66,83.71000000000002,47.65,0.0,0.0,0.0,0.0,24.65,29.5125,19.7875,73.46875,-14.285714285714285,26.9,25.356250000000006,30.425,20.2875,77.0625,28.57142857142857,55.7,25.063333333333336,30.21333333333333,19.913333333333334,72.23333333333333,-21.428571428571427,189.20000000000005,24.46333333333333,29.439999999999994,19.486666666666668,74.95,14.285714285714285,64.5,24.79137931034483,29.472413793103442,20.11034482758621,73.92241379310343,-14.285714285714285,222.8,24.35,29.43793103448276,19.262068965517237,73.27586206896551,14.285714285714285,131.89999999999998,118
120,2,97.0,91.65,79.39,0.0,0.0,0.0,0.0,25.356250000000006,30.425,20.2875,77.0625,-28.57142857142857,55.7,23.66875,28.7,18.637500000000006,72.28125,0.0,8.799999999999997,24.9,29.84,19.96,75.58333333333333,-21.428571428571427,82.60000000000002,23.126666666666665,28.24666666666667,18.006666666666668,73.66666666666667,14.285714285714285,76.20000000000002,24.86034482758621,29.8,19.92068965517241,73.9655172413793,-17.857142857142858,250.00000000000003,23.49655172413793,28.555172413793105,18.437931034482762,72.5344827586207,10.714285714285714,92.4,111
120,2,97.01,97.01,91.66,0.0,0.0,0.0,0.0,23.66875,28.7,18.637500000000006,72.28125,-0.0,8.799999999999997,22.61875,27.875,17.362499999999994,73.6875,28.57142857142857,67.4,24.46333333333333,29.439999999999994,19.486666666666668,74.95,-14.285714285714285,64.5,24.17333333333333,29.4,18.946666666666665,70.9,14.285714285714285,67.4,24.701724137931038,29.7551724137931,19.648275862068967,73.69827586206897,-17.857142857142858,253.7,22.35517241379311,27.53793103448276,17.17241379310345,72.4655172413793,10.714285714285714,96.3,104
16,3,0.66,0.0,0.0,0.0,0.0,0.0,0.0,23.675000000000004,31.1,16.25,51.53125,-0.0,5.0,25.762500000000006,32.412499999999994,19.1125,54.75,0.0,4.8,23.806666666666665,30.62,16.993333333333332,53.95,-0.0,6.9,24.71333333333333,30.12,19.306666666666672,70.51666666666667,21.428571428571427,70.9,22.877586206896552,29.8,15.955172413793099,55.379310344827594,-3.571428571428572,29.7,23.756896551724143,29.489655172413798,18.024137931034485,67.09482758620689,17.857142857142858,170.3,136
16,3,4.35,0.0,0.0,0.0,0.0,0.0,0.0,25.762500000000006,32.412499999999994,19.1125,54.75,-0.0,4.8,24.00625,28.25,19.7625,83.5625,42.857142857142854,66.1,24.41666666666667,31.406666666666666,17.426666666666666,54.23333333333333,-0.0,9.8,23.15666666666667,28.13333333333333,18.18,73.55,28.57142857142857,127.1,23.531034482758628,30.30344827586207,16.75862068965517,56.629310344827594,-3.571428571428572,27.3,22.763793103448272,28.434482758620682,17.093103448275865,68.42241379310343,21.428571428571427,205.6,129
16,3,4.3500000000000005,0.4,0.4,0.0,0.0,0.0,0.0,24.45625,29.0375,19.875,79.25,-28.57142857142857,39.2,22.6,27.8,17.4,71.25,28.57142857142857,97.1,24.996666666666666,30.700000000000006,19.293333333333333,67.08333333333333,-14.285714285714285,44.0,22.626666666666665,28.35333333333333,16.9,67.06666666666666,21.428571428571427,135.5,24.03103448275862,30.24827586206897,17.813793103448273,61.91379310344828,-7.142857142857142,50.89999999999999,23.070689655172416,28.99655172413793,17.144827586206898,64.39655172413794,14.285714285714285,180.8,123
16,3,30.770000000000003,4.35,4.35,0.0,0.0,0.0,0.0,22.30625,27.8375,16.775,65.84375,-28.57142857142857,87.9,23.13125,29.6125,16.65,62.40625,14.285714285714285,38.4,23.15666666666667,28.13333333333333,18.18,73.55,-28.57142857142857,127.1,22.32666666666666,28.80666666666667,15.846666666666666,61.8,14.285714285714285,78.5,23.66034482758621,29.641379310344824,17.679310344827584,64.41379310344827,-14.285714285714285,136.9,23.03793103448276,28.80344827586207,17.272413793103446,65.27586206896552,21.428571428571427,161.49999999999997,115
16,3,70.74,30.770000000000003,4.35,0.0,0.0,0.0,0.0,23.13125,29.6125,16.65,62.40625,-14.285714285714285,38.4,22.0375,28.65,15.425,61.375,14.285714285714285,40.1,22.76,28.67333333333333,16.846666666666668,65.33333333333333,-21.428571428571427,126.3,23.82333333333333,29.9,17.746666666666666,60.93333333333333,7.142857142857142,45.3,23.756896551724143,29.489655172413798,18.024137931034485,67.09482758620689,-17.857142857142858,170.3,23.305172413793105,28.99655172413793,17.613793103448273,65.25,21.428571428571427,151.7,108
16,3,99.21,70.73,30.76,0.0,0.0,0.0,0.0,22.0375,28.65,15.425,61.375,-14.285714285714285,40.1,25.5375,31.3875,19.6875,59.15625,0.0,5.2,22.32666666666666,28.80666666666667,15.846666666666666,61.8,-14.285714285714285,78.5,23.763333333333332,29.0,18.526666666666667,67.75,28.57142857142857,83.0,22.763793103448272,28.434482758620682,17.093103448275865,68.42241379310343,-21.428571428571427,205.6,24.374137931034483,29.975862068965522,18.772413793103446,63.21551724137931,17.857142857142858,111.6,101
16,3,100.0,100.0,70.73,0.0,0.0,0.0,0.0,25.5375,31.3875,19.6875,59.15625,-0.0,5.2,22.481250000000006,27.1,17.862499999999994,74.4375,57.14285714285714,77.80000000000003,23.82333333333333,29.9,17.746666666666666,60.93333333333333,-7.142857142857142,45.3,23.080000000000005,28.35333333333333,17.806666666666672,68.71666666666667,35.714285714285715,106.4,23.182758620689658,29.124137931034483,17.24137931034483,63.129310344827594,-14.285714285714285,171.6,24.31379310344828,29.941379310344825,18.686206896551727,64.58620689655173,17.857142857142858,118.5,94
16,3,100.0,100.0,100.0,0.0,0.0,0.0,0.0,22.481250000000006,27.1,17.862499999999994,74.4375,-57.14285714285714,77.80000000000003,23.59375,29.7125,17.474999999999998,61.0625,14.285714285714285,28.6,23.763333333333332,29.0,18.526666666666667,67.75,-28.57142857142857,83.0,24.85333333333333,30.9,18.806666666666665,58.01666666666666,7.142857142857142,28.6,23.03793103448276,28.80344827586207,17.272413793103446,65.27586206896552,-21.428571428571427,161.49999999999997,24.889655172413804,30.879310344827584,18.9,60.08620689655172,3.571428571428572,53.49999999999999,87
16,3,100.0,100.0,100.0,0.0,0.0,0.0,0.0,23.59375,29.7125,17.474999999999998,61.0625,-14.285714285714285,28.6,26.293750000000006,32.25,20.3375,54.71875,0.0,0.0,23.080000000000005,28.35333333333333,17.806666666666672,68.71666666666667,-35.714285714285715,106.4,25.680000000000003,31.68,19.68,59.88333333333333,0.0,12.1,23.305172413793105,28.99655172413793,17.613793103448273,65.25,-21.428571428571427,151.7,25.77586206896552,31.91379310344828,19.63793103448276,56.64655172413793,0.0,24.9,80
16,3,100.0,100.0,100.0,0.0,0.0,0.0,0.0,26.293750000000006,32.25,20.3375,54.71875,-0.0,0.0,24.825,30.9875,18.6625,64.15625,0.0,12.1,24.85333333333333,30.9,18.806666666666665,58.01666666666666,-7.142857142857142,28.6,24.85,30.84666666666667,18.853333333333328,61.66666666666666,0.0,24.9,24.374137931034483,29.975862068965522,18.772413793103446,63.21551724137931,-17.857142857142858,111.6,25.722413793103446,31.820689655172416,19.624137931034483,60.33620689655172,3.571428571428572,42.6,73
16,3,100.0,100.0,100.0,4.35,0.0,0.0,0.0,24.825,30.9875,18.6625,64.15625,-0.0,12.1,24.94375,30.65,19.2375,61.8125,0.0,13.1,25.680000000000003,31.68,19.68,59.88333333333333,-0.0,12.1,25.84666666666667,32.04666666666667,19.646666666666665,55.15,0.0,13.1,24.31379310344828,29.941379310344825,18.686206896551727,64.58620689655173,-17.857142857142858,118.5,25.944827586206888,31.86206896551724,20.027586206896547,61.46551724137931,3.571428571428572,36.6,66
16,3,100.0,100.0,100.0,24.11,4.35,0.0,0.0,24.94375,30.65,19.2375,61.8125,-0.0,13.1,26.375,33.1,19.65,47.71875,0.0,0.0,24.85,30.84666666666667,18.853333333333328,61.66666666666666,-0.0,24.9,26.40333333333334,32.626666666666665,20.18,58.25,7.142857142857142,17.7,24.889655172413804,30.879310344827584,18.9,60.08620689655172,-3.571428571428572,53.49999999999999,25.94655172413793,31.768965517241373,20.124137931034483,63.4051724137931,10.714285714285714,58.8,59
16,3,100.0,100.0,100.0,24.11,4.35,0.0,0.0,26.375,33.1,19.65,47.71875,-0.0,0.0,26.8125,32.52500000000001,21.1,69.0625,14.285714285714285,17.7,25.84666666666667,32.04666666666667,19.646666666666665,55.15,-0.0,13.1,26.276666666666664,31.92666666666667,20.626666666666665,67.71666666666667,7.142857142857142,23.5,25.77586206896552,31.91379310344828,19.63793103448276,56.64655172413793,-0.0,24.9,25.822413793103447,31.231034482758623,20.41379310344827,70.93103448275863,17.857142857142858,88.3,52
16,3,100.0,100.0,100.0,24.11,4.35,0.0,0.0,26.8125,32.52500000000001,21.1,69.0625,-14.285714285714285,17.7,25.65625,31.2375,20.075,68.25,0.0,5.8,26.40333333333334,32.626666666666665,20.18,58.25,-7.142857142857142,17.7,25.466666666666665,30.87333333333333,20.06,69.85,14.285714285714285,41.1,25.722413793103446,31.820689655172416,19.624137931034483,60.33620689655172,-3.571428571428572,42.6,25.106896551724137,30.103448275862068,20.110344827586207,75.11206896551724,25.0,138.5,45
16,3,100.01,100.01,100.01,25.37,5.01,0.0,0.0,25.65625,31.2375,20.075,68.25,-0.0,5.8,25.44375,30.7875,20.1,71.28125,28.57142857142857,35.30000000000001,26.276666666666664,31.92666666666667,20.626666666666665,67.71666666666667,-7.142857142857142,23.5,25.43333333333333,30.66,20.206666666666667,73.98333333333333,28.57142857142857,64.8,25.944827586206888,31.86206896551724,20.027586206896547,61.46551724137931,-3.571428571428572,36.6,25.093103448275873,30.196551724137937,19.989655172413798,73.24137931034483,25.0,133.29999999999998,38
16,3,100.0,100.0,100.0,100.0,25.36,0.0,0.0,25.44375,30.7875,20.1,71.28125,-28.57142857142857,35.30000000000001,24.79375,29.5125,20.075000000000006,79.1875,42.857142857142854,53.3,25.466666666666665,30.87333333333333,20.06,69.85,-14.285714285714285,41.1,24.43333333333333,28.826666666666664,20.040000000000006,81.63333333333334,42.857142857142854,121.2,25.94655172413793,31.768965517241373,20.124137931034483,63.4051724137931,-10.714285714285714,58.8,25.58793103448276,30.786206896551718,20.3896551724138,70.11206896551724,25.0,169.79999999999995,31
16,3,100.0,100.0,100.0,100.0,70.73,5.01,0.0,24.79375,29.5125,20.075000000000006,79.1875,-42.857142857142854,53.3,24.2875,28.475,20.1,83.59375,42.857142857142854,68.2,25.43333333333333,30.66,20.206666666666667,73.98333333333333,-28.57142857142857,64.8,24.82333333333333,29.82,19.82666666666666,72.8,21.428571428571427,68.8,25.822413793103447,31.231034482758623,20.41379310344827,70.93103448275863,-17.857142857142858,88.3,25.967241379310344,31.4,20.53448275862069,66.69827586206897,14.285714285714285,120.4,24
16,3,100.0,100.0,100.0,100.0,100.0,5.01,0.0,24.2875,28.475,20.1,83.59375,-42.857142857142854,68.2,24.80625,30.4,19.2125,63.625,14.285714285714285,11.0,24.43333333333333,28.826666666666664,20.040000000000006,81.63333333333334,-42.857142857142854,121.2,26.396666666666665,32.27333333333334,20.52,59.63333333333333,14.285714285714285,59.0,25.106896551724137,30.103448275862068,20.110344827586207,75.11206896551724,-25.0,138.5,26.351724137931036,32.08275862068966,20.620689655172416,64.6293103448276,10.714285714285714,110.6,17
16,3,100.0,100.0,100.0,100.0,100.0,5.01,0.0,24.80625,30.4,19.2125,63.625,-14.285714285714285,11.0,28.175000000000004,34.25,22.1,55.40625,14.285714285714285,48.0,24.82333333333333,29.82,19.82666666666666,72.8,-21.428571428571427,68.8,27.24,33.09333333333333,21.386666666666667,60.0,7.142857142857142,51.6,25.093103448275873,30.196551724137937,19.989655172413798,73.24137931034483,-25.0,133.29999999999998,26.80862068965517,32.60689655172413,21.01034482758621,67.39655172413794,14.285714285714285,194.3,10
120,4,3.88,0.0,0.0,0.0,0.0,0.0,0.0,26.225,31.8,20.65,66.875,-14.285714285714285,51.6,26.6,32.275,20.925,72.8125,14.285714285714285,48.0,27.24,33.09333333333333,21.386666666666667,60.0,-7.142857142857142,51.6,26.44,32.23333333333333,20.646666666666665,74.26666666666667,21.428571428571427,142.7,25.967241379310344,31.4,20.53448275862069,66.69827586206897,-14.285714285714285,120.4,26.594827586206893,32.51379310344827,20.675862068965518,67.28448275862068,10.714285714285714,149.4,154
120,4,9.04,4.17,4.17,0.0,0.0,0.0,0.0,26.6,32.275,20.925,72.8125,-14.285714285714285,48.0,26.28125,32.15,20.4125,77.28125,28.57142857142857,94.7,26.32333333333333,31.88666666666667,20.76,70.53333333333333,-14.285714285714285,99.6,26.850000000000005,33.06,20.64,65.28333333333333,14.285714285714285,97.6,26.351724137931036,32.08275862068966,20.620689655172416,64.6293103448276,-10.714285714285714,110.6,26.236206896551717,32.2,20.27241379310345,66.00862068965517,10.714285714285714,116.7,147
120,4,26.84,13.42,13.42,0.0,0.0,0.0,0.0,26.28125,32.15,20.4125,77.28125,-28.57142857142857,94.7,27.425000000000004,33.9375,20.9125,54.375,0.0,2.9,26.44,32.23333333333333,20.646666666666665,74.26666666666667,-21.428571428571427,142.7,26.77,32.81333333333333,20.726666666666674,60.75,0.0,6.699999999999998,26.80862068965517,32.60689655172413,21.01034482758621,67.39655172413794,-14.285714285714285,194.3,25.320689655172416,31.41379310344828,19.227586206896554,62.30172413793103,10.714285714285714,53.6,140
