Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-7890;Sem Informações;Sem Informações;1993/1996;27/09/2017;Basileuterus culicivorus;pula-pula;Basileuterus culicivorus;species;1;Sem Informações;Chordata;Aves;Passeriformes;Parulidae;Basileuterus;Basileuterus culicivorus;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64342;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Pionopsitta pileata;Cuiú-cuiú;Pionopsitta pileata;species;1;Sem Informações;Chordata;Aves;Psittaciformes;Psittacidae;Pionopsitta;Pionopsitta pileata;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64343;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Machetornis rixosa;Sem Informações;Machetornis rixosa;species;1;Sem Informações;Chordata;Aves;Passeriformes;Tyrannidae;Machetornis;Machetornis rixosa;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64344;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Manacus manacus;Sem Informações;Manacus manacus;species;1;Sem Informações;Chordata;Aves;Passeriformes;Pipridae;Manacus;Manacus manacus;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64345;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Megarynchus pitangua;Sem Informações;Megarynchus pitangua;species;1;Sem Informações;Chordata;Aves;Passeriformes;Tyrannidae;Megarynchus;Megarynchus pitangua;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64346;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Melanerpes candidus;Sem Informações;Melanerpes candidus;species;1;Sem Informações;Chordata;Aves;Piciformes;Picidae;Melanerpes;Melanerpes candidus;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64347;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Melanerpes flavifrons;Benedito-de-testa-amarela;Melanerpes flavifrons;species;1;Sem Informações;Chordata;Aves;Piciformes;Picidae;Melanerpes;Melanerpes flavifrons;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64348;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Muscipipra vetula;Tesoura-cinzenta;Muscipipra vetula;species;1;Sem Informações;Chordata;Aves;Passeriformes;Tyrannidae;Muscipipra;Muscipipra vetula;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64349;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Myiodynastes maculatus;Sem Informações;Myiodynastes maculatus;species;1;Sem Informações;Chordata;Aves;Passeriformes;Tyrannidae;Myiodynastes;Myiodynastes maculatus;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64350;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Sem Informações;Pula-pula-assobiador;Myiothlypis leucoblephara;Sem Informações;1;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64351;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Myiozetetes similis;Sem Informações;Myiozetetes similis;species;1;Sem Informações;Chordata;Aves;Passeriformes;Tyrannidae;Myiozetetes;Myiozetetes similis;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64352;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Nyctibius aethereus;Mãe-da-lua-parda;Nyctibius aethereus;species;1;Sem Informações;Chordata;Aves;Strigiformes;Nyctibiidae;Nyctibius;Nyctibius aethereus;Espécie Ameaçada;Em Perigo;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64353;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Nyctibius griseus;Sem Informações;Nyctibius griseus;species;1;Sem Informações;Chordata;Aves;Strigiformes;Nyctibiidae;Nyctibius;Nyctibius griseus;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64354;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Pachyramphus castaneus;Sem Informações;Pachyramphus castaneus;species;1;Sem Informações;Chordata;Aves;Passeriformes;Cotingidae;Pachyramphus;Pachyramphus castaneus;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64355;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Pachyramphus polychopterus;Sem Informações;Pachyramphus polychopterus;species;1;Sem Informações;Chordata;Aves;Passeriformes;Cotingidae;Pachyramphus;Pachyramphus polychopterus;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64356;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Pachyramphus validus;Sem Informações;Pachyramphus validus;species;1;Sem Informações;Chordata;Aves;Passeriformes;Cotingidae;Pachyramphus;Pachyramphus validus;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64357;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Pachyramphus viridis;Sem Informações;Pachyramphus viridis;species;1;Sem Informações;Chordata;Aves;Passeriformes;Cotingidae;Pachyramphus;Pachyramphus viridis;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64358;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Phibalura flavirostris;Tesourinha-da-mata;Phibalura flavirostris;species;1;Sem Informações;Chordata;Aves;Passeriformes;Cotingidae;Phibalura;Phibalura flavirostris;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64359;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Phylloscartes eximius;Barbudinho;Phylloscartes eximius;species;1;Sem Informações;Chordata;Aves;Passeriformes;Tyrannidae;Phylloscartes;Phylloscartes eximius;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64360;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Phylloscartes sylviolus;Maria-pequena;Phylloscartes sylviolus;species;1;Sem Informações;Chordata;Aves;Passeriformes;Tyrannidae;Phylloscartes;Phylloscartes sylviolus;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64361;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Phylloscartes ventralis;Borboletinha-do-mato;Phylloscartes ventralis;species;1;Sem Informações;Chordata;Aves;Passeriformes;Tyrannidae;Phylloscartes;Phylloscartes ventralis;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64362;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Piculus aurulentus;Pica-pau-dourado;Piculus aurulentus;species;1;Sem Informações;Chordata;Aves;Piciformes;Picidae;Piculus;Piculus aurulentus;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64363;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Pionus maximiliani;Sem Informações;Pionus maximiliani;species;1;Sem Informações;Chordata;Aves;Psittaciformes;Psittacidae;Pionus;Pionus maximiliani;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64364;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Pipra fasciicauda;Sem Informações;Pipra fasciicauda;species;1;Sem Informações;Chordata;Aves;Passeriformes;Pipridae;Pipra;Pipra fasciicauda;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64365;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Pitangus sulphuratus;Sem Informações;Pitangus sulphuratus;species;1;Sem Informações;Chordata;Aves;Passeriformes;Tyrannidae;Pitangus;Pitangus sulphuratus;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64366;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Primolius maracana;Maracanã-verdadeira;Primolius maracana;species;1;Sem Informações;Chordata;Aves;Psittaciformes;Psittacidae;Primolius;Primolius maracana;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64367;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Psilorhamphus guttatus;Tapaculo-pintado;Psilorhamphus guttatus;species;1;Sem Informações;Chordata;Aves;Passeriformes;Rhinocryptidae;Psilorhamphus;Psilorhamphus guttatus;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64368;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Sem Informações;Sem Informações;Psittacara leucophthalmus;Sem Informações;1;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64369;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Pulsatrix koeniswaldiana;Murucututu-de-barriga-amarela;Pulsatrix koeniswaldiana;species;1;Sem Informações;Chordata;Aves;Strigiformes;Strigidae;Pulsatrix;Pulsatrix koeniswaldiana;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64370;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Pulsatrix perspicillata;Sem Informações;Pulsatrix perspicillata;species;1;Sem Informações;Chordata;Aves;Strigiformes;Strigidae;Pulsatrix;Pulsatrix perspicillata;Espécie Ameaçada;Vulnerável;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64371;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Pyrocephalus rubinus;Príncipe;Pyrocephalus rubinus;species;1;Sem Informações;Chordata;Aves;Passeriformes;Tyrannidae;Pyrocephalus;Pyrocephalus rubinus;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64372;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Pyrrhura frontalis;Sem Informações;Pyrrhura frontalis;species;1;Sem Informações;Chordata;Aves;Psittaciformes;Psittacidae;Pyrrhura;Pyrrhura frontalis;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64373;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Sem Informações;Sem Informações;Rupornis magnirostris;Sem Informações;1;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Sem Informações;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64374;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Satrapa icterophrys;Sem Informações;Satrapa icterophrys;species;1;Sem Informações;Chordata;Aves;Passeriformes;Tyrannidae;Satrapa;Satrapa icterophrys;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64375;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Setophaga;Sem Informações;Setophaga pitiayumi;genus;1;Sem Informações;Chordata;Aves;Passeriformes;Parulidae;Setophaga;Sem Informações;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64376;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Sirystes sibilator;Gritador;Sirystes sibilator;species;1;Sem Informações;Chordata;Aves;Passeriformes;Tyrannidae;Sirystes;Sirystes sibilator;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
Sem Informações;ICMBio;Atlas de Registro de Aves Brasileiras;ARA - Atlas de Registros de Aves Brasileiras;Anjos, L., Schuchmann, K.L. & Berndt, R.A. 1997. Avifaunal composition, species richness, and status in the Tibagi River Basin, Parana State, southern Brazil. Ornitologia Neotropical, 8: 145-173.;ARA-LIT-64377;Sem Informações;Sem Informações;Sem Informações;27/09/2017;Stephanoxis;Sem Informações;Stephanoxis loddigesii;genus;1;Sem Informações;Chordata;Aves;Apodiformes;Trochilidae;Stephanoxis;Sem Informações;Espécie não Ameaçada;Sem Informações;Parque Estadual Mata dos Godoy;Sem Informações;PR;Londrina;Espécie não Sensível;-23.45;-51.25;Coordenada exata da ocorr?ncia;Sem Informações;Sem Informações
