Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Jerson Vanderlei Carús Guedes;737363;Nº Da Autorização/Licença Sisbio: 32627, Projeto: Variabilidade Genética De Pseudoplusia Includens E Spodoptera Eridania;16/01/2013;17/01/2013 a 17/01/2013;23/10/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;1;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Lavoura;Brasil;RS;Jacuizinho;Espécie não Sensível;-29.051278;-53.113;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Jerson Vanderlei Carús Guedes;737367;Nº Da Autorização/Licença Sisbio: 32627, Projeto: Variabilidade Genética De Pseudoplusia Includens E Spodoptera Eridania;17/01/2013;18/01/2013 a 18/01/2013;23/10/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;1;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Lavoura;Brasil;RS;Santa Rosa;Espécie não Sensível;-27.910139;-54.492858;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Jerson Vanderlei Carús Guedes;737375;Nº Da Autorização/Licença Sisbio: 32627, Projeto: Variabilidade Genética De Pseudoplusia Includens E Spodoptera Eridania;26/03/2012;27/03/2012 a 27/03/2012;23/10/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;8;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Lavoura;Brasil;RS;Santa Maria;Espécie não Sensível;-29.713469;-53.733692;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rafael Major Pitta;772074;Nº Da Autorização/Licença Sisbio: 33683;14/06/2015;15/06/2015 a 18/06/2015;14/12/2018;Helicoverpa;Sem Informações;Helicoverpa;genus;89;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Área De Produção Agrícola;Brasil;MT;Nova Mutum;Espécie não Sensível;-13.528333;-55.750556;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rafael Major Pitta;772078;Nº Da Autorização/Licença Sisbio: 33683;10/05/2015;11/05/2015 a 14/05/2015;14/12/2018;Helicoverpa;Sem Informações;Helicoverpa;genus;78;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Áreas De Produção Agrícola;Brasil;MT;Rondonopolis;Espécie não Sensível;-17.022222;-54.750556;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;795874;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;22/01/2015;23/01/2015 a 25/01/2015;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;1,200;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Juçara - Estrada Geral Cabaçu Km 31;Brasil;MT;Campos De Julio;Espécie não Sensível;-13.493889;-59.324167;Coordenada aproximada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;795875;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;31/01/2015;01/02/2015 a 01/02/2015;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;1,200;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Santiago - Cultura Soja - Variedade 9144r;Brasil;BA;Barreiras;Espécie não Sensível;-11.725833;-45.9275;Coordenada aproximada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;795922;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;11/05/2015;12/05/2015 a 13/05/2015;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;1,000;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Carajás - Rodovia Br 364 - Km 1180;Brasil;MT;Sapezal;Espécie não Sensível;-13.533611;-58.836111;Coordenada aproximada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;795923;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;13/05/2015;14/05/2015 a 14/05/2015;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;1,000;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Nossa Senhora Aparecida - Rodovia Mt 251;Brasil;MT;Campo Verde;Espécie não Sensível;-15.394722;-55.183889;Coordenada aproximada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;986626;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;13/05/2016;14/05/2016 a 14/05/2016;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;1,260;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Canto Do Rio Zona Rural;Brasil;BA;Luis Eduardo Magalhaes;Espécie não Sensível;-12.183889;-45.974722;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;986627;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;02/05/2016;03/05/2016 a 03/05/2016;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;938;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Xanxerê Pivo 01 Zona Rural;Brasil;BA;Correntina;Espécie não Sensível;-13.825;-46.095556;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;986628;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;26/05/2016;27/05/2016 a 28/05/2016;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;1,100;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Três Coqueiros Rod 364 Grupo Scheffer;Brasil;MT;Sapezal;Espécie não Sensível;-13.243056;-58.741667;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;986629;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;21/05/2016;22/05/2016 a 22/05/2016;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;495;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Santa Catarina Br 070;Brasil;MT;Campo Verde;Espécie não Sensível;-15.600278;-55.217222;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;986630;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;01/06/2016;02/06/2016 a 02/06/2016;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;1,360;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Tucano - Br 070 Zona Rural;Brasil;MT;Campo Verde;Espécie não Sensível;-15.193889;-54.779167;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;986631;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;12/05/2016;13/05/2016 a 15/05/2016;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;1,040;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Ouro Verde - (Núcleo Santa Clara) Rod. Pedra Preta;Brasil;MT;Pedra Preta;Espécie não Sensível;-16.712219;-53.902219;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;986632;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;09/06/2016;10/06/2016 a 10/06/2016;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;528;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Tres Marias - Vicinal Casa Branca - Tambaú;Brasil;SP;Casa Branca;Espécie não Sensível;-21.742778;-47.125278;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;986633;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;16/06/2016;17/06/2016 a 17/06/2016;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;500;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Campo Bom Quadra 35 Zona Rural;Brasil;MS;Chapadao Do Sul;Espécie não Sensível;-18.764444;-52.643611;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;986634;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;20/06/2016;21/06/2016 a 21/06/2016;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;512;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Campo Bom Quadra 189 - Zona Rural;Brasil;GO;Chapadao Do Ceu;Espécie não Sensível;-18.618056;-52.678333;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;986635;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;20/06/2016;21/06/2016 a 22/06/2016;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;624;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Sitio São Benedito - Sp 201 - Km 12,4;Brasil;SP;Pirassununga;Espécie não Sensível;-21.896111;-47.351944;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;986636;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;09/05/2016;10/05/2016 a 12/05/2016;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;500;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Pedra Preta - Rod 163 Zona Rural;Brasil;MT;Rondonopolis;Espécie não Sensível;-16.834167;-54.846111;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;986736;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;04/04/2016;05/04/2016 a 06/04/2016;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;544;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Sitio Belo Horizonte - Rod Sp 147;Brasil;SP;Limeira;Espécie não Sensível;-22.489444;-47.298611;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Marcelo Poletti;986941;Nº Da Autorização/Licença Sisbio: 40380, Projeto: Coleta De Ácaros E Insetos-Praga Em Áreas Agrícolas Para Realização De Pesquisas Para Caracterização E Monitoramento Da Resistência E Eficácia De Agrotóxicos E Afins;25/05/2016;26/05/2016 a 27/05/2016;21/11/2016;Helicoverpa;Sem Informações;Helicoverpa;genus;976;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Fazenda Cidade Verde - Vila União;Brasil;MT;Poxoreo;Espécie não Sensível;-15.411389;-54.541944;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rafael Major Pitta;995559;Nº Da Autorização/Licença Sisbio: 33683;01/02/2016;02/02/2016 a 04/02/2016;14/12/2018;Helicoverpa;Sem Informações;Helicoverpa;genus;123;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Área De Produção Agrícola;Brasil;MT;Sapezal;Espécie não Sensível;-13.5425;-58.814167;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Rafael Major Pitta;995562;Nº Da Autorização/Licença Sisbio: 33683;22/02/2016;23/02/2016 a 26/02/2016;14/12/2018;Helicoverpa;Sem Informações;Helicoverpa;genus;155;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Sem Informações;Espécie não Ameaçada;Sem Informações;Deciolândia;Brasil;MT;Diamantino;Espécie não Sensível;-14.153611;-57.452222;Coordenada de referência da área amostrada;Sem Informações;Destinado a laboratório
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Maurício Moraes Zenker;342534;Nº Da Autorização/Licença Sisbio: 15054, Projeto: Mariposas Perfuradoras De Frutos (Lepidoptera: Noctuidae) Ocorrentes Em Vinhedos Nos Municípios De Bento Gonçalves E Farroupilha, Rio Grande Do Sul.;26/11/2007;27/11/2007 a 01/01/2008;27/07/2012;Helicoverpa zea;Sem Informações;Helicoverpa zea;species;9;Sem Informações;Arthropoda;Insecta;Lepidoptera;Noctuidae;Helicoverpa;Helicoverpa zea;Espécie não Ameaçada;Sem Informações;Linha Jacinto;Brasil;RS;Farroupilha;Espécie não Sensível;-29.115278;-51.382306;Coordenada de referência da área amostrada;Sem Informações;Depositado em coleção/museu
