Nome da instituicao;Sigla da instituicao;Nome da base de dados;Sigla da base de dados;Responsavel pelo registro;Numero do registro no portal;Numero do registro na base de dados;Data do registro;Data do evento;Data de Carencia;Nome cientifico;Nome comum;Nome cientifico na base de dados;Nivel taxonomico;Numero de individuos;Reino;Filo;Classe;Ordem;Familia;Genero;Especie;Estado de conservacao;Categoria de Ameaca;Localidade;Pais;Estado/Provincia;Municipio;Status de Sensibilidade;Latitude;Longitude;Outras informacoes da localidade;Jurisdicao;Destino do Material
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Daniela Pedrassani;429713;Nº Da Autorização/Licença Sisbio: 36972, Projeto: Detecção De Endoparasitas Em Animais De Zoológicos Em Santa Catarina;19/02/2012;20/02/2012 a 28/02/2012;27/10/2014;Python reticulatus;Sem Informações;Python reticulatus;species;1;Sem Informações;Chordata;Reptilia;Squamata;Boidae;Python;Python reticulatus;Espécie não Ameaçada;Sem Informações;Zoo Pomerode;Brasil;SC;Pomerode;Espécie não Sensível;-26.73885;-49.178933;Coordenada aproximada;Sem Informações;Descartado
Sem Informações;ICMBio;Sistema de Autorização e Informação em Biodiversidade.;SISBIO-DIBIO;Daniela Pedrassani;429714;Nº Da Autorização/Licença Sisbio: 36972, Projeto: Detecção De Endoparasitas Em Animais De Zoológicos Em Santa Catarina;19/02/2012;20/02/2012 a 28/02/2012;27/10/2014;Python regius;Sem Informações;Python regius;species;1;Sem Informações;Chordata;Reptilia;Squamata;Boidae;Python;Python regius;Espécie não Ameaçada;Sem Informações;Zoo Pomerode;Brasil;SC;Pomerode;Espécie não Sensível;-26.73885;-49.178933;Coordenada aproximada;Sem Informações;Descartado
